KODE_PEMDA,NAMA_PEMDA,NAMA_PROVINSI,NAMA_PULAU,JUMLAH_BELANJA_PEGAWAI,JUMLAH_PENDUDUK,LUAS_DARATAN,LUAS_LAUTAN,LUAS_WILAYAH,IKK,IPM,PDRB_PER_KAPITA,PAD,DBH_PAJAK,DBH_SDA,ALOKASI_DAU,ALOKASI_DAU_APBNP,APBD_PENDAPATAN,APBD_BELANJA,APBD_PEMBIAYAAN,TKDD_TOTAL,TKDD_DBH,TKDD_DAU,TKDD_DAKFISIK,TKDD_DAKNONFISIK,TKDD_DID,TKDD_OTSUS,TKDD_DAIS,TKDD_DANADESA
11_12,Kab. Kebumen,Provinsi Jawa Tengah,Jawa,725158603732,1385577,"1211,74","421,62","1633,36","96,15","68,8","14161728,3",352047092282,20803060743,1417931636,1270129645000,1161533560000,2805528213000,2805528213000,187423471000,1653582566000,405260453000,1179288910000,80435622000,325746904000,46433860000,,,405260453000
11_13,Kab. Kendal,Provinsi Jawa Tengah,Jawa,556634968746,1006908,"1118,13","339,98","1458,11","100,83","71,28","22805341,88",335892237024,27929803964,1627524417,986835669000,902461219000,2484039184489,2484039184489,140919873114,1308788184000,251060030000,901552517000,100837474000,244683635000,36634400000,,,251060030000
11_14,Kab. Klaten,Provinsi Jawa Tengah,Jawa,680245748104,1319530,"658,22",0,"658,22","95,03","74,79","16898809,49",395884244135,24846841755,1340170369,1272337662000,1163552792000,2534712404437,2534712404437,330903501581,1535346106000,380846601000,1149421184000,67736830000,283732805000,10729894000,,,380846601000
11_15,Kab. Kudus,Provinsi Jawa Tengah,Jawa,478836416160,857415,"425,15",0,"425,15","104,6","74,58","23702063,58",337364609424,86425599596,1340380149,832952616000,753947370000,2057937665140,2057937665140,186815283930,1086004450000,151169588000,747504503000,58461793000,190098373000,24112366000,,,151169588000
11_16,Kab. Magelang,Provinsi Jawa Tengah,Jawa,578692191270,1292713,"1102,93",0,"1102,93","97,97","69,11","17337130,15",325089093092,19795869884,1384029091,1089151569000,985845947000,2479609378581,2479609378581,330379615669,1419766551000,391044109000,975017297000,146978657000,249694634000,27942576000,,,391044109000
11_17,Kab. Pati,Provinsi Jawa Tengah,Jawa,710361734258,1321948,"1489,19","347,36","1836,55","109,22","70,71","21878805,71",384041846939,25409066041,1683829392,1230193753000,1113510333000,2634226057000,2634226057000,86413112000,1565253464000,426380834000,1107122582000,111835178000,277322842000,43847328000,,,426380834000
11_18,Kab. Pekalongan,Provinsi Jawa Tengah,Jawa,556269340830,951339,837,"71,69","908,69","101,02","68,97","14634857,33",311288143682,18774993989,1412196759,962698102000,880387414000,2206131581466,2206131581466,59000000000,1243805877000,263397106000,871067401000,95165850000,225833877000,33289185000,,,263397106000
11_19,Kab. Pemalang,Provinsi Jawa Tengah,Jawa,654372779292,1490300,"1118,03","253,01","1371,04","97,63","65,67","11858509,64",300481887079,21400365523,1931441590,1218988687000,1114765154000,2572249338000,2572249338000,95300000000,1579355525000,328015879000,1107792827000,139553875000,282122619000,27895120000,,,328015879000
11_20,Kab. Purbalingga,Provinsi Jawa Tengah,Jawa,497819974052,998373,"677,55",0,"677,55","94,5","68,41","16334136,32",282679019517,17522139880,1370725108,913944219000,835801988000,2009567949000,2009567949000,80362500000,1203848256000,246883340000,830050600000,121163291000,218123377000,16385091000,,,246883340000
11_21,Kab. Purworejo,Provinsi Jawa Tengah,Jawa,539393984146,791463,"1091,49","149,03","1240,52","96,57","71,87","17891591,21",286971590024,17301712596,1384455122,951523640000,870168369000,2278164728167,2278164728167,141895313498,1291768840000,363993225000,913937548000,114262680000,224342036000,20734044000,,,363993225000
11_22,Kab. Rembang,Provinsi Jawa Tengah,Jawa,443050039362,637150,"887,13","519,28","1406,41","106,07","69,46","20525401,96",296676436263,20192268635,2206958859,793145321000,725331396000,1935562481000,1935562481000,241995955782,1009955099000,260523814000,718204574000,91325755000,172463654000,7369788000,,,260523814000
11_23,Kab. Semarang,Provinsi Jawa Tengah,Jawa,546743642388,1031772,"950,21",0,"950,21","105,27","73,61","27679084,2",383475678134,30211932991,1535145516,984259838000,900105622000,2441696319800,2441696319800,114204706200,1309041524000,188339520000,897099063000,106612703000,233869065000,42194747000,,,188339520000
11_24,Kab. Sragen,Provinsi Jawa Tengah,Jawa,605414705736,994507,"941,54",0,"941,54","99,97","72,96","21450022,41",334303284344,19056875440,1465666498,1079073389000,986812614000,2161957948676,2161957948676,465611567304,1351843261000,175365649000,984484500000,89180405000,230179915000,28073662000,,,175365649000
11_25,Kab. Sukoharjo,Provinsi Jawa Tengah,Jawa,533948081418,902427,"489,12",0,"489,12","98,21","76,07","23287002,3",433485481219,25167028223,1340170369,932667475000,852924406000,1938312553712,1938312553712,378980678146,1193471177000,148043106000,847875034000,61203234000,212231710000,46509519000,,,148043106000
11_26,Kab. Tegal,Provinsi Jawa Tengah,Jawa,645769563072,1566587,"876,1","153,71","1029,81","98,33","67,33","13088942,46",372282676055,21232470187,1580665102,1198258782000,1084604382000,2800120966000,2800120966000,228385714000,1567512633000,359453876000,1077039778000,155693682000,293209899000,18742708000,,,359453876000
11_27,Kab. Temanggung,Provinsi Jawa Tengah,Jawa,433786697764,789508,"837,71",0,"837,71","101,56","68,83","18649058,05",252019934778,17951069172,1382471079,815241545000,737916187000,1882005615122,1882005615122,176562027435,1114017020000,247881825000,753140119000,136859447000,188298416000,17149213000,,,247881825000
11_28,Kab. Wonogiri,Provinsi Jawa Tengah,Jawa,663355884782,1087093,"1793,67","47,38","1841,05","99,46","69,37","20067181,75",269032427619,19299570422,1581592203,1158056714000,1059042865000,2447452306810,2447452306810,96077131833,1522107375000,224681357000,1059941416000,113791764000,284849695000,43823239000,,,224681357000
11_29,Kab. Wonosobo,Provinsi Jawa Tengah,Jawa,447986530742,883005,"981,41",0,"981,41","100,5","67,81","16426874,54",226819478601,20295505728,1391005084,862219360000,788499605000,2013604156768,2013604156768,98946723102,1148343953000,218728665000,792381589000,106760540000,219048668000,10459270000,,,218728665000
11_30,Kota Magelang,Provinsi Jawa Tengah,Jawa,189115015772,130056,"16,06",0,"16,06","96,85","78,31","53147212,47",249877424347,17018271075,1340170369,449177032000,410772396000,944358864171,944358864171,105415142272,584121086000,17472290000,409629499000,44222636000,49110962000,63685699000,,,
11_31,Kota Pekalongan,Provinsi Jawa Tengah,Jawa,206305810148,313365,"45,25","44,05","89,3","99,71","74,24","25705826,28",179224408698,18389981062,1340170369,462597916000,423045794000,967818978000,967818978000,63076500000,600876401000,17979904000,426399738000,58779820000,76187414000,21529525000,,,
11_32,Kota Salatiga,Provinsi Jawa Tengah,Jawa,223682011048,195010,"57,36",0,"57,36","102,1","82,41","43963712,47",208926057032,17102363894,1341711048,460323744000,416662208000,906392775000,906392775000,74705445600,569338953000,17285455000,418013566000,30697293000,56191118000,47151521000,,,
11_33,Kota Semarang,Provinsi Jawa Tengah,Jawa,716179613282,1670379,"373,78","117,97","491,75",100,"82,72","75379671,45",1821274103250,159709311870,1394502004,1225952784000,1121133821000,4828502867632,4828502867632,386262614370,1722670121000,139087814000,1167622970000,102030945000,249314050000,64614342000,,,
11_34,Kota Surakarta,Provinsi Jawa Tengah,Jawa,416301289180,572560,"46,01",0,"46,01","95,88","81,46","72149444,64",527739388159,39592216688,1340170369,847350214000,774901771000,2106611499812,2106611499812,272715007915,1142478192000,42306554000,781825148000,87456571000,152753521000,78136398000,,,
11_35,Kota Tegal,Provinsi Jawa Tengah,Jawa,233700167542,285506,"39,68","44,15","83,83","102,34","74,44","42301668,65",275021448594,18258408479,1340170369,495913552000,448876336000,1109829485924,1109829485924,115555904053,608335211000,18964736000,451704750000,43995864000,74082096000,19587765000,,,
12_1,Kab. Bantul,Provinsi DI Yogyakarta,Jawa,551321180490,945441,"508,13","104,99","613,12","104,35","79,45","21987376,34",462653956230,24848763991,713613199,1009528274000,923213607000,2283955356166,2283955356166,195421630826,1276928658000,109399072000,911168107000,77122118000,233146510000,30323619000,,,109399072000
12_2,Kab. Gunung Kidul,Provinsi DI Yogyakarta,Jawa,550013479184,768523,"1431,42","478,41","1909,83","105,78","69,24","20513997,52",226984458096,20375691123,746273941,965080463000,882566083000,1941675909832,1941675909832,121065804059,1322933268000,144614409000,868017352000,153932449000,244582587000,37040948000,,,144614409000
12_3,Kab. Kulon Progo,Provinsi DI Yogyakarta,Jawa,423279318870,447007,"586,28","188,4","774,68","102,6","73,76","19926695,97",211047699573,17790198027,798087404,726666807000,657742730000,1602783129755,1602783129755,86361012403,1040299634000,95885997000,648511047000,133531223000,168180423000,71381762000,,,95885997000
12_4,Kab. Sleman,Provinsi DI Yogyakarta,Jawa,599175173914,1070913,"574,82",0,"574,82","100,38","83,42","35760624,59",894272961558,47600928548,713611848,1026081409000,938351449000,2923485782244,2923485782244,238944746459,1308146368000,110556360000,925964567000,64586514000,234744595000,36985385000,,,110556360000
12_5,Kota Yogyakarta,Provinsi DI Yogyakarta,Jawa,346423521622,413603,"32,5",0,"32,5","104,09","86,11","71120366,3",667493075470,44727444849,713611848,675575229000,611497170000,1822002939457,1822002939457,198523689950,881685011000,41989759000,617524294000,42690294000,106788611000,72692053000,,,
13_1,Kab. Bangkalan,Provinsi Jawa Timur,Jawa,550636408730,1072757,"1001,44","674,53","1675,97","108,05","62,87","16618061,91",199258427616,27765125049,74403438039,1027967347000,930465026000,2235455802254,2235455802254,172180000000,1344755773000,327939755000,933349617000,125785337000,203088149000,18986222000,,,327939755000
13_2,Kab. Banyuwangi,Provinsi Jawa Timur,Jawa,704057494792,1745675,"5782,4","1661,93","7444,33","107,26","70,06","36676440,43",450066949215,46077600987,100073579995,1427682189000,1293354427000,3176287997365,3176287997365,72138607000,1931701595000,220080459000,1292954428000,113359085000,335615075000,42442282000,,,220080459000
13_3,Kab. Blitar,Provinsi Jawa Timur,Jawa,616386837400,1241523,"1336,48","307,88","1644,36","100,06","69,93","22902945,48",252453245801,24042193334,67813967013,1143550460000,1045776896000,2407985502522,2407985502522,250072683569,1528171466000,194591362000,1043910472000,103601703000,280054520000,38397307000,,,194591362000
13_4,Kab. Bojonegoro,Provinsi Jawa Timur,Jawa,601392582260,1331176,"2198,79",0,"2198,79","98,62","67,85","24600626,04",425167970431,216818133601,2281171868831,962562603000,871263898000,5219452699369,5219452699369,2754813026882,2807341904000,362673177000,870125915000,62098772000,289219233000,25924063000,,,362673177000
13_5,Kab. Bondowoso,Provinsi Jawa Timur,Jawa,523599899174,796149,"1525,97",0,"1525,97","97,58","65,27","17659224,07",203239207718,23062310577,68044170471,937008730000,848133800000,1959479989871,1959479989871,123855111387,1315363720000,236217008000,843159769000,157146533000,217189100000,37542241000,,,236217008000
13_6,Kab. Gresik,Provinsi Jawa Timur,Jawa,518283584974,1271814,"1191,25","1084,97","2276,22","119,39","75,28","45482435,83",957255706269,104081963966,67656560411,953513242000,871987860000,3877198770969,3877198770969,345194891407,1377151309000,287422375000,870446047000,112568047000,222009333000,26521034000,,,287422375000
13_7,Kab. Jember,Provinsi Jawa Timur,Jawa,859140570816,2563516,"3092,34","1000,49","4092,83","106,93","65,96","21317028,29",597509388023,48127727032,68371280627,1757784457000,1607493887000,3923045237662,3923045237662,299469510085,2188215833000,312422908000,1607489075000,97320963000,402325979000,,,,312422908000
13_8,Kab. Jombang,Provinsi Jawa Timur,Jawa,607139207288,1339467,"1115,09",0,"1115,09","101,27","71,86","23131285,43",438197175439,27419123153,67570446261,1121597500000,1015214394000,2744307705444,2744307705444,272515046776,1553299097000,280590734000,1005652395000,149568292000,266571216000,66719047000,,,280590734000
13_9,Kab. Kediri,Provinsi Jawa Timur,Jawa,695524952678,1657673,"1386,05",0,"1386,05","100,34","71,07","18541940,35",476905008818,34512204971,67657259548,1275275702000,1166239629000,2841132077972,2841132077972,621528109035,1671106025000,321499133000,1149914158000,65193332000,330673087000,56604427000,,,321499133000
13_10,Kab. Lamongan,Provinsi Jawa Timur,Jawa,624653979362,1369096,"1782,05","275,11","2057,16","110,3","71,97","24291720,15",436595179671,29420364959,67878634176,1179406924000,1078567632000,3236135543700,3236135543700,115714285700,1594982012000,367859016000,1086400453000,148630680000,277344712000,16542801000,,,367859016000
13_11,Kab. Lumajang,Provinsi Jawa Timur,Jawa,474616262982,1127427,"1790,9","272,59","2063,49","107,25","64,83","20658936,14",270169877127,25579762430,68776133401,1000501943000,905604706000,2074683429597,2074683429597,460126981788,1321140448000,197621278000,899452272000,89266883000,224972998000,44818891000,,,197621278000
13_12,Kab. Madiun,Provinsi Jawa Timur,Jawa,483308485348,745986,"1037,58",0,"1037,58","104,07","71,01","21100893,3",219041431267,22456675810,68260537856,902133644000,816566603000,1988914964560,1988914964560,140298603862,1205898999000,163773167000,808127553000,103739103000,196838187000,35650863000,,,163773167000
13_13,Kab. Magetan,Provinsi Jawa Timur,Jawa,536463922756,696382,"688,84",0,"688,84","106,42","72,91","22466477,87",196826063936,19936443725,67505629262,926446789000,838573655000,1817345170130,1817345170130,185832684944,1241298175000,171218734000,837710006000,76232654000,220007452000,48475301000,,,171218734000
13_14,Kab. Malang,Provinsi Jawa Timur,Jawa,824447736754,2542506,"3530,65","654,6","4185,25","105,8","69,4","26154658,82",585290988836,53533384247,67674547652,1712030558000,1565651946000,4372856637155,4372856637155,388084652215,2301660304000,388606827000,1558477503000,162433224000,395886933000,100580588000,,,388606827000
13_15,Kab. Mojokerto,Provinsi Jawa Timur,Jawa,534184608868,1133988,"717,83",0,"717,83","101,7","72,64","31507812,72",546289352326,34072285924,67573074718,1000096559000,914588303000,2506313727464,2506313727464,341909980380,1399218372000,238562799000,903718844000,101418976000,236198872000,88878204000,,,238562799000
13_16,Kab. Nganjuk,Provinsi Jawa Timur,Jawa,608831861552,1119508,"1224,25",0,"1224,25","103,22","71,23","18894010,84",361586738454,25123313495,67837368461,1095705635000,991778363000,2302594818356,2302594818356,283500000000,1517425806000,286114908000,982963245000,158273086000,265992031000,47069631000,,,286114908000
13_17,Kab. Ngawi,Provinsi Jawa Timur,Jawa,633701348632,910037,"1295,98",0,"1295,98","104,28","69,91","19076322,38",223871715022,24842486121,68047978545,1070936809000,979371712000,2389604229617,2389604229617,126218549516,1478597697000,198596447000,966397195000,172097860000,240935614000,35286568000,,,198596447000
13_18,Kab. Pacitan,Provinsi Jawa Timur,Jawa,457709730930,594757,"1389,92","477,81","1867,73","99,33","67,33","22194618,89",185153427758,18084182730,67494241557,815713188000,738964366000,1637261570399,1637261570399,15500000000,1132096785000,151108021000,731754165000,120343180000,194811188000,28354469000,,,151108021000
13_19,Kab. Pamekasan,Provinsi Jawa Timur,Jawa,467491916146,824406,"792,24","376,99","1169,23","105,44","65,41","17475054,85",222410664049,23083303943,67474493348,880012202000,796543372000,1957013713588,1957013713588,325397884457,1173539580000,203966703000,791549034000,99321427000,202506139000,20457920000,,,203966703000
13_20,Kab. Pasuruan,Provinsi Jawa Timur,Jawa,662683621392,1589943,"1474,02","174,67","1648,69","102,68","67,41","36425488,19",614302515368,50360760004,67564288164,1214055132000,1098902454000,3515293142871,3515293142871,404046921644,1588805305000,365663562000,1096817576000,67426758000,286849359000,52967720000,,,365663562000
13_21,Kab. Ponorogo,Provinsi Jawa Timur,Jawa,631582850388,967268,"1305,7",0,"1305,7","105,87","69,91","18152057,7",289017741958,24770535001,68003061903,1075089856000,983169673000,2261974953892,2261974953892,420153980511,1413156765000,255221886000,979474402000,95995955000,254762102000,19357185000,,,255221886000
13_22,Kab. Probolinggo,Provinsi Jawa Timur,Jawa,510612934476,1136410,"1696,21","538,41","2234,62","97,47","64,85","21131114,15",234483636963,27219327257,67630981571,1006908016000,911403165000,2147625903315,2147625903315,212255866591,1365456878000,429195412000,926219401000,131351854000,219673157000,24357504000,,,429195412000
13_23,Kab. Sampang,Provinsi Jawa Timur,Jawa,431966946674,858126,"1233,08","752,34","1985,42","104,72",61,"17547016,99",135349867961,21914175973,67465013364,863856319000,781919868000,1878228909078,1878228909078,220208704038,1155206372000,231888794000,781832940000,110542642000,179866309000,25464708000,,,231888794000
13_24,Kab. Sidoarjo,Provinsi Jawa Timur,Jawa,745853560794,1913815,"634,38","228,86","863,24","114,93","79,5","53968618,79",1685558666147,102471641335,69683433642,1244893902000,1138455473000,4762697374474,4762697374474,452100000000,1659828860000,298963136000,1132080961000,36297757000,316802363000,18188371000,,,298963136000
13_25,Kab. Situbondo,Provinsi Jawa Timur,Jawa,442872271626,689893,"1669,87","1016,84","2686,71","98,06","66,42","22248366,87",187287219449,23099526076,67511714466,830381085000,752252189000,1739660387366,1739660387366,254482362673,1129021014000,140843095000,744920418000,99910517000,187544474000,36261547000,,,140843095000
13_26,Kab. Sumenep,Provinsi Jawa Timur,Jawa,588438756318,1133755,"1998,54","8403,22","10401,76","107,3","65,25","21643432,76",185832755753,35275942812,70116679712,1184802133000,1083501551000,2420643286694,2420643286694,274093170198,1528131103000,337720100000,1081877188000,133436369000,237716776000,9118148000,,,337720100000
13_27,Kab. Trenggalek,Provinsi Jawa Timur,Jawa,508612886316,749798,"1147,22","632,05","1779,27","101,65","68,71","18219739,46",233808792639,21172033419,67610023958,910627900000,832769215000,1810056490741,1810056490741,231953139386,1221670662000,156421774000,823518272000,102650187000,206049424000,29652969000,,,156421774000
13_28,Kab. Tuban,Provinsi Jawa Timur,Jawa,554223621088,1209919,"1834,15","455,82","2289,97","102,79","67,43","31399705,32",442531646744,62383736994,72249797730,1057348126000,966944861000,3062661221302,3062661221302,278326523000,1385876336000,263955832000,960230004000,51953240000,258168509000,17831074000,,,263955832000
13_29,Kab. Tulungagung,Provinsi Jawa Timur,Jawa,724090273198,1116473,"1055,65","190,47","1246,12","100,54","71,99","24630914,02",453153465280,25986820686,67509044392,1187589447000,1074947029000,2575438726127,2575438726127,200000000000,1570773322000,237606485000,1062757430000,110195237000,294130452000,39722914000,,,237606485000
13_30,Kota Blitar,Provinsi Jawa Timur,Jawa,191323260626,157465,"32,57",0,"32,57","99,91","77,58","36598151,57",163026005753,19629923801,67464332495,430364698000,393568516000,907332811980,907332811980,163644394027,572026706000,56744493000,393968854000,32156431000,52847050000,36309878000,,,
13_31,Kota Kediri,Provinsi Jawa Timur,Jawa,297989970362,293369,"63,4",0,"63,4","97,85","77,58","82782294,16",249093229531,36840130893,67464332495,621217848000,562295566000,1378902726992,1378902726992,415638248726,834790400000,71289667000,569724453000,66903041000,79876626000,46996613000,,,
13_32,Kota Madiun,Provinsi Jawa Timur,Jawa,217240482096,206598,"33,92",0,"33,92","110,14","80,33","53605116,25",230847977147,25390798853,67464332495,513066617000,464402439000,1071012267175,1071012267175,192000000000,658989024000,62523409000,465495171000,7567929000,70377652000,53024863000,,,
13_33,Kota Malang,Provinsi Jawa Timur,Jawa,442802392938,856620,"145,28",0,"145,28","99,87","80,89","59758718,56",556888383144,59220052598,67464332495,866386024000,784209632000,2561829733353,2561829733353,282410600000,1144640793000,91730316000,792693133000,28892147000,152535795000,78789402000,,,
13_34,Kota Mojokerto,Provinsi Jawa Timur,Jawa,181134555668,138635,"20,21",0,"20,21","104,6","77,14","39154962,28",182508304189,18931773681,67464332495,406134942000,367613194000,958176120862,958176120862,250600679455,561843183000,57258610000,367576298000,37548031000,45543388000,53916856000,,,
13_35,Kota Pasuruan,Provinsi Jawa Timur,Jawa,200227200978,210507,"35,29","38,63","73,92","100,42","74,78","29583520,49",153027195761,20615996480,67464332495,434869105000,397687797000,911203469434,911203469434,227799784449,543924197000,57843263000,403383780000,26676065000,56021089000,,,,
13_36,Kota Probolinggo,Provinsi Jawa Timur,Jawa,220090133336,240081,"56,67","27,61","84,28","94,92","72,53","37747922,21",175789670859,22780341763,67464332495,472474689000,427660640000,888571890926,888571890926,140000000000,641161417000,58096289000,430613654000,57922262000,59802185000,34727027000,,,
13_37,Kota Surabaya,Provinsi Jawa Timur,Jawa,871126103062,2941981,"350,54","156,53","507,07","113,23","81,74","151961009,5",4972890868136,389788594246,67464332495,1254344402000,1147097956000,10604933564199,10604933564199,819957903276,2008385268000,361006666000,1182439723000,24475615000,392265661000,48197603000,,,
13_38,Kota Batu,Provinsi Jawa Timur,Jawa,198144149756,211576,"136,74",0,"136,74","100,47","75,04","72101059,42",162574646582,15936781679,67514043095,498821955000,451508878000,1008633163055,1008633163055,103200144918,628128885000,31458028000,445511050000,24895262000,52788831000,49861061000,,,31458028000
14_1,Kab. Bengkayang,Provinsi Kalimantan Barat,Kalimantan,249427889910,287714,"5075,48","880,43","5955,91","114,9","66,85","24526421,3",50525047722,14570464880,4534793536,609216403000,546660437000,1236209783893,1236209783893,155458401150,759644953000,111788065000,543069666000,96128379000,92171509000,,,,111788065000
14_2,Kab. Landak,Provinsi Kalimantan Barat,Kalimantan,267350241640,400226,"8915,1",0,"8915,1","112,72","65,45","21284405,93",78978742772,23310540776,8803016155,689893247000,611306636000,1302683174954,1302683174954,105982374069,868095656000,186470696000,608484664000,114844509000,103306370000,6809468000,,,186470696000
14_3,Kab. Kapuas Hulu,Provinsi Kalimantan Barat,Kalimantan,321649782948,245556,29842,0,29842,"117,45","65,03","31855746,2",76001252906,26176062371,7399769155,1001767363000,898903217000,1618517086602,1618517086602,40000000000,1280579441000,276347173000,891104376000,203709182000,122702495000,24826331000,,,276347173000
14_4,Kab. Ketapang,Provinsi Kalimantan Barat,Kalimantan,400363323470,571674,"31240,74","3469,26",34710,"107,95","66,41","28711846,95",190356708116,75032860428,41835407183,1155901341000,1037210307000,2267217687952,2267217687952,222742440252,1731151034000,268248669000,1032254019000,326278272000,169316408000,25095689000,,,268248669000
14_5,Kab. Mempawah,Provinsi Kalimantan Barat,Kalimantan,258124343852,305418,"2797,88","1104,68","3902,56","111,36","64,9","20862174,34",75774088180,12531717365,4738794215,599440558000,536872903000,1004688125905,1004688125905,49485728219,730487963000,69503188000,531639134000,77177975000,89427433000,7148713000,,,69503188000
14_6,Kab. Sambas,Provinsi Kalimantan Barat,Kalimantan,423742399226,636615,"6716,52","1360,86","8077,38","112,24","66,61","26015431,07",127663390963,29203256518,4278961865,898483100000,813946622000,1861183282035,1861183282035,430940000000,1271240183000,202892034000,803744280000,240242464000,188943769000,6728200000,,,202892034000
14_7,Kab. Sanggau,Provinsi Kalimantan Barat,Kalimantan,333955966828,487115,"12857,8",0,"12857,8","114,83","65,15","27070548,66",117497967595,37578479204,30894092479,840753919000,744982578000,1707705657033,1707705657033,215203818981,1109833780000,159338248000,740408943000,131481938000,127819107000,7519190000,,,159338248000
14_8,Kab. Sintang,Provinsi Kalimantan Barat,Kalimantan,365511183000,409966,"21638,2",0,"21638,2","110,33","66,07","27118824,05",240581936653,33991902668,6886909878,933216747000,837391561000,1943229409970,1943229409970,72266569230,1275541562000,348604262000,837189641000,230826384000,152290811000,7519190000,,,348604262000
14_9,Kota Pontianak,Provinsi Kalimantan Barat,Kalimantan,334431508336,667053,"107,8",0,"107,8","104,44","78,56","45581934,17",440358120031,49328591474,4372674332,716035844000,648120110000,1834686185305,1834686185305,99050000000,899197886000,50020336000,646760997000,69294436000,101215238000,31906879000,,,
14_10,Kota Singkawang,Provinsi Kalimantan Barat,Kalimantan,219354580718,236879,504,"144,22","648,22","115,14","71,08","33497477,45",130864903686,13002346987,4272454327,508930770000,455810232000,922493952280,922493952280,53941428571,598423020000,23258816000,457023658000,62220966000,55919580000,,,,
14_11,Kab. Sekadau,Provinsi Kalimantan Barat,Kalimantan,175910700210,213467,"5444,2",0,"5444,2","111,29","63,69","25371380,73",59087969585,17637699617,5204342771,520790622000,467314451000,874652584436,874652584436,28000000000,616197732000,87600022000,463850905000,56193495000,60742083000,6809468000,,,87600022000
14_12,Kab. Melawi,Provinsi Kalimantan Barat,Kalimantan,216054883284,233006,"10640,8",0,"10640,8","109,63","65,05","18036993,31",40838662360,19905142868,4209300166,621160088000,557377712000,1039755527471,1039755527471,31009460192,788662719000,159482915000,553169575000,105233091000,82308304000,19391653000,,,159482915000
14_13,Kab. Kayong Utara,Provinsi Kalimantan Barat,Kalimantan,137218996856,126599,"4568,26","5242,05","9810,31","113,73","61,82","26115728,08",27205096649,13277814635,4273430699,505344612000,447780169000,756211356632,756211356632,31022263150,662149331000,54380044000,444906629000,146158854000,46877066000,,,,54380044000
14_14,Kab. Kubu Raya,Provinsi Kalimantan Barat,Kalimantan,353745143018,605787,"6958,22","1571,82","8530,04","106,14","67,23","28066694,8",184531274752,29901570464,5492893463,811401866000,726710379000,1624843757226,1624843757226,210415251843,1041329980000,136673183000,718354811000,114194733000,146826430000,22599104000,,,136673183000
15_1,Kab. Barito Selatan,Provinsi Kalimantan Tengah,Kalimantan,237088173042,128825,8830,0,8830,"101,8","69,73","35494983,37",81427860613,16888941807,56863612880,589227453000,522107810000,1256854916756,1256854916756,16100000000,723900387000,87391541000,517055110000,70288414000,77787451000,,,,87391541000
15_2,Kab. Barito Utara,Provinsi Kalimantan Tengah,Kalimantan,248583863196,155822,8300,0,8300,"102,01","69,72","28865233,36",71442643912,41626690732,121298995124,571435063000,506342173000,1917277345816,1917277345816,154185678707,854075496000,94476699000,501059339000,90640131000,96329415000,26028179000,,,94476699000
15_3,Kab. Kapuas,Provinsi Kalimantan Tengah,Kalimantan,399437600384,414767,14999,"196,4","15195,4","93,81","68,68","27576311,12",107659735983,35904511636,136187992842,886053953000,785122428000,2252316387888,2252316387888,72961243156,1287443662000,191544301000,777953836000,142421547000,185537201000,17867218000,,,191544301000
15_4,Kab. Kotawaringin Barat,Provinsi Kalimantan Tengah,Kalimantan,263252772834,252556,10759,"989,05","11748,05","100,41","72,46","52718192,03",179785920667,57565969093,33109106805,674524412000,597688484000,1500641519000,1500641519000,98931396000,993202475000,85301333000,593260006000,237076219000,87171510000,,,,85301333000
15_5,Kab. Kotawaringin Timur,Provinsi Kalimantan Tengah,Kalimantan,358291405388,412949,16796,"600,36","17396,36","99,79","70,56","44294809,24",200129417179,76380357846,37978232343,851259044000,763849494000,2045969591562,2045969591562,88699563238,1124417868000,162355206000,760946119000,123499087000,121662727000,,,,162355206000
15_6,Kota Palangkaraya,Provinsi Kalimantan Tengah,Kalimantan,321521473054,266127,"2399,5",0,"2399,5","98,92","80,34","55327330,55",154638489584,21895091517,29576838372,661758638000,592686424000,1213592580838,1213592580838,147622795152,816302766000,51592268000,592472958000,65646224000,98285863000,8305453000,,,
15_7,Kab. Katingan,Provinsi Kalimantan Tengah,Kalimantan,236873542030,156496,17500,"420,84","17920,84",96,"67,91","38112850,43",53291967613,51107874841,51656622576,712716150000,631529753000,1358834240584,1358834240584,206499343674,899375894000,150640826000,625956787000,107968538000,96694452000,,,,150640826000
15_8,Kab. Seruyan,Provinsi Kalimantan Tengah,Kalimantan,180568098944,147438,16404,"1003,36","17407,36","100,71","67,04","37225538,86",93253508653,29152876396,54217880872,637797862000,565145502000,1192975024238,1192975024238,155945272579,787975893000,111355806000,559646545000,84451934000,51160836000,8806688000,,,111355806000
15_9,Kab. Sukamara,Provinsi Kalimantan Tengah,Kalimantan,115574586742,61559,3827,"546,61","4373,61","112,85","67,52","49334195,81",44572551816,12426450426,29356326275,437389303000,387565735000,680306287085,680306287085,78211382286,512090377000,39753175000,381900284000,41096411000,26305949000,20617442000,,,39753175000
15_10,Kab. Lamandau,Provinsi Kalimantan Tengah,Kalimantan,162817866000,90060,6414,0,6414,"103,95","69,7","42401295,64",89396745354,17433697693,41513381213,479257704000,424664854000,886153701398,886153701398,104940550902,623826541000,80758472000,419461340000,58289113000,48714749000,36683360000,,,80758472000
15_11,Kab. Gunung Mas,Provinsi Kalimantan Tengah,Kalimantan,213665819096,135355,10805,0,10805,"103,11","70,23","29467153,46",42147370621,21522201950,40220167102,579237044000,513255421000,1184704234995,1184704234995,120204854738,790415335000,106093349000,511024197000,98513918000,82935953000,40134798000,,,106093349000
