KODE_PEMDA,NAMA_PEMDA,NAMA_PROVINSI,NAMA_PULAU,JUMLAH_BELANJA_PEGAWAI,JUMLAH_PENDUDUK,LUAS_DARATAN,LUAS_LAUTAN,LUAS_WILAYAH,IKK,IPM,PDRB_PER_KAPITA,PAD,DBH_PAJAK,DBH_SDA,ALOKASI_DAU,ALOKASI_DAU_APBNP,APBD_PENDAPATAN,APBD_BELANJA,APBD_PEMBIAYAAN,TKDD_TOTAL,TKDD_DBH,TKDD_DAU,TKDD_DAKFISIK,TKDD_DAKNONFISIK,TKDD_DID,TKDD_OTSUS,TKDD_DAIS,TKDD_DANADESA
4_12,Kab. Kepulauan Meranti,Provinsi Riau,Sumatera,186232570620,209007,"3707,84",1725,"5432,84","104,61","65,23","48049899,11",68006356887,57904427427,161515867404,455060076000,408333293000,1310365238283,1310365238283,91817256291,720440530000,96940718000,406358050000,102588122000,67422735000,9712602000,,,96940718000
5_1,Kab. Batang Hari,Provinsi Jambi,Sumatera,309177565688,304779,5804,0,5804,"86,81","69,33","40436229,3",98808531272,80430599417,59590797381,629108005000,564509516000,1407941076803,1407941076803,373574982340,914688938000,101348133000,559821528000,118894634000,97595913000,9620263000,,,101348133000
5_2,Kab. Bungo,Provinsi Jambi,Sumatera,331920589068,341119,4659,0,4659,"88,42","69,42","39554913,57",133848451059,23135813832,65223864037,657571047000,595701502000,1172381925890,1172381925890,87608420640,836830334000,119110889000,589404249000,54794196000,99475435000,26086766000,,,119110889000
5_3,Kab. Kerinci,Provinsi Jambi,Sumatera,320728828016,241562,"3355,27",0,"3355,27","97,14","70,59","38224817,26",80481173935,9238623294,46492397004,620290549000,555546640000,1214492251204,1214492251204,64550270824,792699088000,214220995000,557771989000,73300838000,112694244000,15110208000,,,214220995000
5_4,Kab. Merangin,Provinsi Jambi,Sumatera,371043598338,341999,7679,0,7679,"95,25","68,81","38952430,51",89304559028,16483944721,47046611642,748279403000,663041951000,1373517506252,1373517506252,148394801290,961783026000,173144643000,658730208000,110369357000,125594990000,28659359000,,,173144643000
5_5,Kab. Muaro Jambi,Provinsi Jambi,Sumatera,358071250356,365651,5326,0,5326,"96,74","68,34","46799751,98",90305498363,83483597769,49279443200,708069102000,627412056000,1428555858383,1428555858383,56597528011,956292446000,127901177000,619495157000,83072635000,125973520000,20040234000,,,127901177000
5_6,Kab. Sarolangun,Provinsi Jambi,Sumatera,274895826124,306885,6184,0,6184,"96,02","69,41","34431886,18",118828593872,49402602195,71571092793,602263287000,533658715000,1225785039744,1225785039744,80541852082,797778650000,132616555000,529163500000,78573187000,89162830000,8086243000,,,132616555000
5_7,Kab. Tanjung Jabung Barat,Provinsi Jambi,Sumatera,257380388230,319411,"4649,85","352,53","5002,38","106,24","67,13","56379448,83",101773750563,105796317817,340962107966,535185057000,480230827000,1367443206660,1367443206660,78846235000,915270689000,109187748000,479384508000,73318261000,92851314000,25251347000,,,109187748000
5_8,Kab. Tanjung Jabung Timur,Provinsi Jambi,Sumatera,246209125592,227666,5445,"1137,73","6582,73","102,05","63,32","43678114,13",49607102060,63308094672,104794606439,573134944000,514283918000,1107959446681,1107959446681,98941058411,853733483000,76648172000,514767343000,114067293000,93221794000,29915703000,,,76648172000
5_9,Kab. Tebo,Provinsi Jambi,Sumatera,250515698096,326242,6461,0,6461,"85,07","68,67","37164230,34",76160028618,37921345610,55431716603,601090510000,532619531000,1120703511804,1120703511804,78108972817,793892464000,111449810000,528393374000,113291789000,90737775000,8806688000,,,111449810000
5_10,Kota Jambi,Provinsi Jambi,Sumatera,407724118628,615675,"103,54",0,"103,54","91,62","77,41","41375599,35",338891882593,71532045324,46849999483,734455495000,664792664000,1692554257075,1692554257075,212000000000,1038405302000,89173247000,675288713000,106788396000,126635418000,40519528000,,,
5_11,Kota Sungai Penuh,Provinsi Jambi,Sumatera,176278154502,100775,"391,5",0,"391,5","94,94","74,67","66327245,15",34184049669,9777285629,46495322113,453808201000,411110295000,780807696956,780807696956,43500000000,569379405000,56511220000,405067761000,43799593000,54327489000,31312186000,,,56511220000
6_1,Kab. Lahat,Provinsi Sumatera Selatan,Sumatera,425552147640,433549,"5311,74",0,"5311,74","93,52","66,99","22382781,42",112571296475,92448266434,367439418945,716894205000,642067120000,2405050642320,2405050642320,39070211684,1294749974000,302858256000,640553208000,99724712000,148504897000,16150591000,,,302858256000
6_2,Kab. Musi Banyuasin,Provinsi Sumatera Selatan,Sumatera,456615764364,585650,"14266,26",0,"14266,26","95,47","67,57","38316106,43",210238037283,629683242091,1140595500033,419229951000,371474938000,2939518902000,2939518902000,155490421232,1813508741000,233515285000,372756063000,135555673000,172676301000,53704586000,,,233515285000
6_3,Kab. Musi Rawas,Provinsi Sumatera Selatan,Sumatera,378653456450,402580,"6350,1",0,"6350,1","93,55","66,18","23372353,76",106289385326,177684232848,238857767080,657659559000,590129320000,1461438980282,1461438980282,10000000000,1223200177000,189366612000,586767527000,184367701000,118949584000,52341267000,,,189366612000
6_4,Kab. Muara Enim,Provinsi Sumatera Selatan,Sumatera,449865791556,578897,"7383,9",0,"7383,9","98,92","68,28","28298835,31",232468708584,470035153625,425449223197,682549191000,611306927000,2589697158666,2589697158666,293778516132,1630436507000,236322582000,606450888000,93353500000,157685874000,7519190000,,,236322582000
6_5,Kab. Ogan Komering Ilir,Provinsi Sumatera Selatan,Sumatera,514817376026,729265,"18359,04","2189,22","20548,26","95,05","66,57","33758363,69",235946143259,52254143385,127823654693,1091603420000,967257496000,2333461528546,2333461528546,69655859015,1404844548000,297664289000,966478190000,109065797000,205592309000,,,,297664289000
6_6,Kab. Ogan Komering Ulu,Provinsi Sumatera Selatan,Sumatera,369664641712,366103,"4797,06",0,"4797,06","90,5","69,01","25059703,46",156622053791,77757601756,133430485332,656234586000,594490786000,1347267358131,1347267358131,64319611363,947754691000,138048798000,590080276000,90612440000,108549721000,14515922000,,,138048798000
6_7,Kota Palembang,Provinsi Sumatera Selatan,Sumatera,819020908796,1615658,"369,22",0,"369,22","90,52","77,89","61070219,73",953302082628,122318774030,116882059110,1310021273000,1185766242000,4063750375219,4063750375219,243591762427,1789075379000,163242102000,1207730107000,124777119000,285172846000,8153205000,,,
6_8,Kota Prabumulih,Provinsi Sumatera Selatan,Sumatera,237363622144,196022,"251,94",0,"251,94","95,1","74,04","29378251,67",90910521066,100947039667,123031546418,431416897000,390497165000,749250000000,749250000000,123739412981,691919855000,22642570000,392368815000,49243204000,58682863000,28549395000,,,22642570000
6_9,Kota Pagar Alam,Provinsi Sumatera Selatan,Sumatera,190028922314,145912,"633,66",0,"633,66","99,63","67,62","17689521,52",73600344354,12295658249,118259747872,401064581000,359202765000,817430804635,817430804635,31828860192,543057837000,77009219000,365676108000,45473850000,42583892000,12314768000,,,
6_10,Kota Lubuk Linggau,Provinsi Sumatera Selatan,Sumatera,258136935372,226168,"401,5",0,"401,5","91,49","74,09","25234857,35",105606815787,15518389184,116882059110,466863737000,422581885000,875788943416,875788943416,37000000000,668212641000,79143859000,441802413000,59974406000,62856988000,24434975000,,,
6_11,Kab. Banyuasin,Provinsi Sumatera Selatan,Sumatera,488751418798,811844,"11832,99","1565,97","13398,96","97,96","66,4","22435844,77",140602072490,71489631880,125040668207,984409085000,872273803000,2315392703465,2315392703465,55727735786,1395304394000,297673965000,873987182000,149739589000,210294377000,27300175000,,,297673965000
6_12,Kab. Ogan Ilir,Provinsi Sumatera Selatan,Sumatera,353466274412,412839,"2666,09",0,"2666,09","92,5","66,43","20343703,54",55362963113,67693628871,118848156043,644017353000,583423048000,1578512852018,1578512852018,98000000000,1004308301000,202142617000,579569016000,114120884000,148353901000,34874186000,,,202142617000
6_13,Kab. OKU Timur,Provinsi Sumatera Selatan,Sumatera,455650468084,640813,3370,0,3370,"98,37","68,58","18629667,57",85235157421,16790165153,118170553502,812431427000,735991379000,1816993288063,1816993288063,5084700000,1105369381000,245911654000,743211676000,95644344000,175456228000,9656904000,,,245911654000
6_14,Kab. OKU Selatan,Provinsi Sumatera Selatan,Sumatera,310125759736,415107,"5493,94",0,"5493,94","88,22","64,84","17891853,99",42993134752,14540706101,117789853759,629882257000,570617895000,1391953544720,1391953544720,119337267236,836389928000,216431698000,580802311000,68487826000,97435710000,11630614000,,,216431698000
6_15,Kab. Empat Lawang,Provinsi Sumatera Selatan,Sumatera,179526627478,333200,"2256,44",0,"2256,44","92,27","64,81","12001240,13",32217492489,13297451290,119047627328,443391321000,397111577000,1198197184993,1198197184993,191900000000,663036847000,130724870000,397587509000,132941782000,55879844000,,,,130724870000
6_16,Kab. Penukal Abab Lematang Ilir,Provinsi Sumatera Selatan,Sumatera,103057965264,181532,1840,0,1840,"100,33","63,49","20237877,78",74392980925,433567012450,127950373837,323769927000,293307062000,1193590354148,1193590354148,225244880763,853205878000,77931206000,291072818000,44085237000,44160302000,32831516000,,,77931206000
6_17,Kab. Musi Rawas Utara,Provinsi Sumatera Selatan,Sumatera,121145478096,192640,"6008,55",0,"6008,55","94,12","63,75","24608367,66",30141830710,32706142410,131378100606,404242602000,362733893000,1146719854882,1146719854882,39576471795,582868728000,100855966000,362017608000,63306722000,41741617000,7369788000,,,100855966000
7_1,Kab. Bengkulu Selatan,Provinsi Bengkulu,Sumatera,303550113160,168936,"1186,1","309,47","1495,57","91,79","69,85","29975588,94",67243733480,7512322919,6099702368,570193087000,516544760000,950976385772,950976385772,29836168084,720647406000,110975195000,513903304000,100799330000,92378718000,,,,110975195000
7_2,Kab. Bengkulu Utara,Provinsi Bengkulu,Sumatera,320143880454,285852,"4324,6","1867,98","6192,58","94,82","68,36","22078980,54",117688313638,23959869175,25787108982,645574356000,579285058000,1276334382207,1276334382207,44500000000,913372587000,170927459000,579751729000,144023029000,116229438000,32470551000,,,170927459000
7_3,Kab. Rejang Lebong,Provinsi Bengkulu,Sumatera,308628942358,279436,"1639,98",0,"1639,98","95,03","69,4","29488705,76",84508249815,9127305162,6142142850,608822191000,551539329000,990384118394,990384118394,54146299377,750984285000,113199136000,553778571000,61734646000,104877592000,15951233000,,,113199136000
7_4,Kota Bengkulu,Provinsi Bengkulu,Sumatera,335272071692,369539,"151,7","366,56","518,26","92,65","79,67","55717552,65",182884786442,21928043675,6143829458,687765932000,622531589000,1300353042859,1300353042859,61652000979,843905857000,26941648000,635162215000,48192111000,112340343000,21269540000,,,
7_5,Kab. Kaur,Provinsi Bengkulu,Sumatera,191187230158,130266,"2369,05","608,73","2977,78","97,46","66,2","23064214,72",37085958441,7757649884,6267622658,460058227000,412818220000,856954594829,856954594829,29801596012,628953369000,147024967000,408155458000,106782713000,65167544000,35797084000,,,147024967000
7_6,Kab. Seluma,Provinsi Bengkulu,Sumatera,236786573682,212367,"2400,44",510,"2910,44","95,44","65,99","17637547,54",58028361578,9438784632,8616825302,516803274000,468178288000,985531932694,985531932694,41889294554,678683668000,141085233000,468190986000,103461686000,91046557000,,,,141085233000
7_7,Kab. Mukomuko,Provinsi Bengkulu,Sumatera,212695081558,182338,"4036,7","715,43","4752,13","98,3","67,47","22492293,29",85747717510,15287862063,6099702368,508409152000,456204343000,925829101570,925829101570,59449637818,625900967000,123162212000,452497926000,52880980000,74906402000,25714260000,,,123162212000
7_8,Kab. Lebong,Provinsi Bengkulu,Sumatera,153386974004,107119,"1921,82",0,"1921,82","95,18","66,28","24582199,79",35309104727,9194706183,7420752132,414985996000,372374126000,687018283904,687018283904,30989350562,537029680000,79837913000,370404471000,74544944000,48853456000,28655392000,,,79837913000
7_9,Kab. Kepahiang,Provinsi Bengkulu,Sumatera,188355597632,151682,665,0,665,"93,65","67,14","23892829,06",34444903016,7631968018,6165760631,438173469000,396946604000,689384867134,689384867134,15090002335,593072752000,86691075000,395317091000,94733759000,59667866000,30083342000,,,86691075000
7_10,Kab. Bengkulu Tengah,Provinsi Bengkulu,Sumatera,204551490294,114043,"1223,94","92,41","1316,35","93,32","66,65","26286523,51",23500020786,11725621151,27451038486,452146333000,404952770000,760870611177,760870611177,29350000000,581153355000,112456380000,400325463000,52448455000,67248087000,24939850000,,,112456380000
8_1,Kab. Lampung Barat,Provinsi Lampung,Sumatera,248070509510,305397,"2142,78",0,"2142,78","100,9","66,74","20371587,12",50471541309,9552225861,12922139039,546553641000,489506150000,966635697781,966635697781,53540688620,715417758000,126378047000,491712483000,86810967000,92669389000,31611420000,,,126378047000
8_2,Kab. Lampung Selatan,Provinsi Lampung,Sumatera,523466938398,1044591,"700,32","1931,58","2631,9","86,78","67,68","29910074,19",215411464186,26368741577,13199205438,1044447682000,955147405000,2231206447069,2231206447069,40875000000,1297091751000,262758029000,947733529000,92463136000,216967045000,15393383000,,,262758029000
8_3,Kab. Lampung Tengah,Provinsi Lampung,Sumatera,742969960040,1477002,"3802,68",0,"3802,68","85,37","69,73","32472494,89",165414825486,37875008130,12900387832,1374335214000,1245026762000,2638738105864,2638738105864,129323998865,1682537979000,313386701000,1233414075000,96196483000,307970633000,9907524000,,,313386701000
8_4,Kab. Lampung Utara,Provinsi Lampung,Sumatera,539920113092,619828,"2725,87",0,"2725,87","87,27","67,17","30236422,39",102289605032,16829252921,12863561818,976178683000,874288328000,1715052860929,1715052860929,94444140708,1124413678000,245652825000,868639092000,58008796000,178659910000,,,,245652825000
8_5,Kab. Lampung Timur,Provinsi Lampung,Sumatera,571733671656,1122587,"5325,03","947,5","6272,53","81,49","69,04","24246383,91",125035523317,24368533379,44454946251,1105813659000,1001769863000,2171466776687,2171466776687,81887758158,1432664417000,281070653000,996513649000,115701121000,260738319000,31277579000,,,281070653000
8_6,Kab. Tanggamus,Provinsi Lampung,Sumatera,382612439746,646979,"3020,64","1449,55","4470,19","89,89","65,67","19517661,3",61714421073,30166651408,23614217350,797038404000,713846128000,1870941910399,1870941910399,1000000000,1061868851000,290451321000,711717860000,126381251000,182697672000,,,,290451321000
8_7,Kab. Tulang Bawang,Provinsi Lampung,Sumatera,268009396448,424261,"3466,32","499,54","3965,86","91,18","67,7","38778206,4",67129955995,20675231142,12984905132,642821540000,575725919000,1400653951750,1400653951750,23500000000,810415166000,135370514000,570870961000,80916659000,102194400000,35656078000,,,135370514000
8_8,Kab. Way Kanan,Provinsi Lampung,Sumatera,328077310598,476178,"3921,63",0,"3921,63","89,7","66,63","20029747,59",56764985088,16221717943,13724222749,682310981000,618113705000,1331265076571,1331265076571,10500000000,902289607000,186020609000,615994048000,119794131000,138459621000,9865812000,,,186020609000
8_9,Kota Bandar Lampung,Provinsi Lampung,Sumatera,598548786580,1183251,296,"49,11","345,11","84,5","76,63","35387446,58",550275048130,52082460745,13004745505,1063872920000,972911785000,2397347300274,2397347300274,102500000000,1353704459000,50688287000,1002213665000,64599896000,201929904000,34272707000,,,
8_10,Kota Metro,Provinsi Lampung,Sumatera,245777163538,169797,"61,79",0,"61,79","82,22","76,22","29055848,88",132202276039,13644448725,12876195832,467307219000,427352452000,902314090073,902314090073,19000000000,591962136000,15369777000,427590058000,44773106000,64123809000,40105386000,,,
8_11,Kab. Pesawaran,Provinsi Lampung,Sumatera,314757448358,504567,"2243,51","739,51","2983,02","80,49","64,97","23370505,6",58265161929,12127938063,13389806645,684210957000,619834916000,1304842516841,1304842516841,99000000000,859065566000,156607396000,611838446000,98787507000,133379943000,,,,156607396000
8_12,Kab. Pringsewu,Provinsi Lampung,Sumatera,328383079748,402678,625,0,625,"82,95","69,42","21134290,33",71824582142,9953425654,12896551132,637757501000,577266439000,1187010866222,1187010866222,42500000000,912345616000,128299920000,569803319000,170745329000,141436733000,16789915000,,,128299920000
8_13,Kab. Mesuji,Provinsi Lampung,Sumatera,135772757666,232583,2184,0,2184,"93,6","62,88","28233276,57",33206360524,16787209613,13195118519,455225458000,407710506000,805456836329,805456836329,66334041957,586833939000,103961138000,403336470000,109157346000,54831249000,,,,103961138000
8_14,Kab. Tulang Bawang Barat,Provinsi Lampung,Sumatera,193243372444,275093,1201,0,1201,"97,73","65,3","27754770,47",27613469636,11609606793,12876195832,491985922000,440634032000,861540020545,861540020545,75400577015,640569725000,91449163000,436388502000,84630466000,80469251000,25608771000,,,91449163000
8_15,Kab. Pesisir Barat,Provinsi Lampung,Sumatera,143547224260,160170,"2907,23","1631,96","4539,19","102,22","62,96","24267476,92",23481041773,9043182462,12866687501,446546056000,400693515000,839107656766,839107656766,69686272000,568977593000,119755097000,401447632000,89828466000,57333456000,8511835000,,,119755097000
10_1,Kab. Bandung,Provinsi Jawa Barat,Jawa,1155694825126,3553670,"1767,96",0,"1767,96","106,34","71,75","14675508,78",927543321132,144933549485,184280656644,2147966418000,1964315290000,4762121182423,4762121182423,789629013586,3034746718000,334046576000,1947251242000,143557107000,595405459000,54951301000,,,334046576000
10_2,Kab. Bekasi,Provinsi Jawa Barat,Jawa,750394073984,2667159,"1224,88","317,22","1542,1","108,4","73,49","24678438,2",2094369342687,381014848306,31877244515,1218255504000,1102704422000,6061448290468,6061448290468,965351488008,1882197988000,264332147000,1096895278000,33529399000,338292402000,48514024000,,,264332147000
10_3,Kab. Bogor,Provinsi Jawa Barat,Jawa,1119414729946,4699282,"2710,62",0,"2710,62","118,57","69,69","21347205,58",2794660740152,182236486914,75624857352,2035952146000,1842842843000,8549986694820,8549986694820,942827666959,2886367863000,523393765000,1863199087000,119206472000,584462106000,75266303000,,,523393765000
10_4,Kab. Ciamis,Provinsi Jawa Barat,Jawa,691739633100,1248031,"1414,71",0,"1414,71","93,17","69,63","21702871,82",234610670215,35895351200,24333314822,1226081050000,1109787718000,2362990886321,2362990886321,485581165000,1633951646000,263615735000,1099393370000,118075815000,332425452000,29260265000,,,263615735000
10_5,Kab. Cianjur,Provinsi Jawa Barat,Jawa,817319265156,2285971,"3840,16","508,86","4349,02","94,06","64,62","17667993,38",569844590576,50671681980,25392269761,1607681345000,1470224591000,4278538821201,4278538821201,319369937100,2143519816000,430246084000,1483406286000,125657588000,444470009000,24337798000,,,430246084000
10_6,Kab. Cirebon,Provinsi Jawa Barat,Jawa,886622186404,2184380,"984,52","470,4","1454,92","101,8","68,05","16669440,84",584810843482,58225698832,23972292072,1560950142000,1412894602000,3486014530558,3486014530558,184338164841,2125599601000,454574807000,1406292179000,168648985000,436432737000,40875268000,,,454574807000
10_7,Kab. Garut,Provinsi Jawa Barat,Jawa,1064265209392,2280162,"3074,07","519,12","3593,19","98,09","65,42","21541975,59",421299024535,81986650287,81410721837,1828986436000,1655507753000,4367018882452,4367018882452,209498000000,2577276142000,506831553000,1665908667000,143010966000,552399979000,43042894000,,,506831553000
10_8,Kab. Indramayu,Provinsi Jawa Barat,Jawa,754074653468,1858562,"2040,11","1224,27","3264,38","109,5","66,36","20531519,38",419892815093,150821818345,32432300220,1415066293000,1294078125000,3503388590740,3503388590740,198389000000,1911223439000,396162113000,1282966828000,130054876000,325182989000,17616005000,,,396162113000
10_9,Kab. Karawang,Provinsi Jawa Barat,Jawa,755884956622,2316702,"1652,2","561,42","2213,62","101,04","69,89","26206761,35",1169569261196,210865030191,36982967582,1320115595000,1207245712000,5017687237976,5017687237976,303550885603,2000885535000,349344485000,1199911350000,129225748000,384333574000,83241697000,,,349344485000
10_10,Kab. Kuningan,Provinsi Jawa Barat,Jawa,755923958616,1165401,"1110,56",0,"1110,56","101,94","68,55","19192397,52",303218052848,35175286150,24023614014,1233878977000,1116846015000,2852772144220,2852772144220,26500000000,1682396224000,305029334000,1111944421000,145795586000,345327768000,25819515000,,,305029334000
10_11,Kab. Majalengka,Provinsi Jawa Barat,Jawa,744992259970,1301010,"1204,24",0,"1204,24","102,19","66,72","17892348,84",449974129889,45531009015,24216392102,1240856363000,1123161598000,3381454310280,3381454310280,36269253615,1700285631000,391668514000,1112158811000,143674505000,328116918000,53540146000,,,391668514000
10_12,Kab. Purwakarta,Provinsi Jawa Barat,Jawa,502124049822,945654,"825,74",0,"825,74","104,02","69,98","28470296,66",368851052594,73146049017,24189736124,891539064000,806976915000,2502754477217,2502754477217,80043170745,1252218555000,170355883000,799002962000,141621653000,209440220000,17669117000,,,170355883000
10_13,Kab. Subang,Provinsi Jawa Barat,Jawa,776369134016,1569709,"1893,95","306,93","2200,88","105,22","68,31","18870031,08",400755045571,98049171694,46425739102,1321345975000,1196016800000,2858288796512,2858288796512,157608377792,1836961413000,220076242000,1181972197000,140261270000,340515431000,58229689000,,,220076242000
10_14,Kab. Sukabumi,Provinsi Jawa Barat,Jawa,815298642874,2564855,"4145,7","883,12","5028,82","100,34","66,05","18936566,62",565369086733,82692108437,64015895237,1632355571000,1492789171000,4117862148383,4117862148383,202888758422,2290257992000,377384015000,1491039889000,179418837000,426888870000,37507793000,,,377384015000
10_15,Kab. Sumedang,Provinsi Jawa Barat,Jawa,735332954404,1152215,"1518,33",0,"1518,33","102,84","70,99","22961004,02",432181933419,40559138415,24020721600,1174050174000,1062691951000,2796822749856,2796822749856,41500000000,1608774334000,227319620000,1058905256000,112901127000,330752748000,45061971000,,,227319620000
10_16,Kab. Tasikmalaya,Provinsi Jawa Barat,Jawa,848865536216,1791881,"2551,19","339,42","2890,61","98,56",65,"17996890,69",248420386329,38041432761,24035212694,1510325379000,1381192559000,3217737840702,3217737840702,149175000000,2032602474000,402887661000,1375992285000,132780732000,438226227000,29749130000,,,402887661000
10_17,Kota Bandung,Provinsi Jawa Barat,Jawa,1046371190626,2467821,"167,67",0,"167,67","108,95","81,06","87792873,33",2571591786199,294579081924,23969468586,1695146944000,1534362887000,6874342002689,6874342002689,328514987866,2378473415000,272953491000,1566037358000,79148845000,411672797000,48660924000,,,
10_18,Kota Bekasi,Provinsi Jawa Barat,Jawa,704208099890,2441495,"206,61",0,"206,61","107,81","81,04","24751065,4",2001150459494,119526364254,23969468586,1246233066000,1128028323000,5799481642839,5799481642839,239283383599,1660830815000,127181007000,1137891061000,59626461000,277490419000,58641867000,,,
10_19,Kota Bogor,Provinsi Jawa Barat,Jawa,454398571712,1041901,"118,5",0,"118,5","114,79","75,66","33667172,93",912197971289,66718674350,23969468586,813779065000,736592423000,2891117131546,2891117131546,341379711656,1080941741000,82250717000,751862545000,22072222000,167738970000,57017287000,,,
10_20,Kota Cirebon,Provinsi Jawa Barat,Jawa,323464904718,339607,"37,36","44,34","81,7","97,99","74,35","57972082,7",440436420967,44701110749,23969468586,593145833000,536886171000,1432691743612,1432691743612,25652043616,752270504000,60330835000,536524293000,58276823000,97138553000,,,,
10_21,Kota Depok,Provinsi Jawa Barat,Jawa,432612724430,1851878,"200,29",0,"200,29","110,82","80,29","24494689,21",1059700280694,78494670284,23969468586,910304465000,832473433000,3372330445603,3372330445603,618795665378,1206287323000,91040761000,843688626000,35183264000,182135415000,54239257000,,,
10_22,Kota Sukabumi,Provinsi Jawa Barat,Jawa,244550402476,348131,"48,25",0,"48,25","99,55","73,55","31945233,1",362342290539,34178252108,23969468586,507943190000,459764967000,1133341656956,1133341656956,30522777959,715847031000,52416679000,463567655000,75564597000,82607629000,41690471000,,,
10_23,Kota Tasikmalaya,Provinsi Jawa Barat,Jawa,467180827626,714978,"171,61",0,"171,61","100,9","72,03","24519599,95",280014887927,37974632883,23969468586,804355580000,728062752000,1567135095499,1567135095499,121161543357,1091097404000,56428124000,742097940000,87939844000,185590778000,19040718000,,,
10_24,Kota Cimahi,Provinsi Jawa Barat,Jawa,293036406512,551836,"39,27",0,"39,27","105,68","77,56","28922950,19",335016530127,39647090718,23969468586,590474234000,534467972000,1330651927100,1330651927100,227336971315,784814062000,58395938000,530425978000,37033421000,106711451000,52247274000,,,
10_25,Kota Banjar,Provinsi Jawa Barat,Jawa,172959494772,205102,"113,49",0,"113,49","92,07","71,25","18720986,91",116167055635,32630697421,24134117102,384955682000,348442779000,725196117320,725196117320,37000000000,489995116000,25369574000,346705521000,18197770000,59770638000,18377579000,,,25369574000
10_26,Kab. Bandung Barat,Provinsi Jawa Barat,Jawa,561921818822,1662706,"1305,77",0,"1305,77","106,32","67,46","15830102,85",422341026545,52430756272,24060444084,1129639068000,1022493222000,3311297644564,3311297644564,347319135943,1528830968000,257381269000,1010891874000,100125456000,302821785000,46578825000,,,257381269000
10_27,Kab. Pangandaran,Provinsi Jawa Barat,Jawa,248800534986,422615,1010,"475,33","1485,33","95,83","67,44","23472464,51",111217120145,30529916504,24227179528,561731320000,508879144000,961739324853,961739324853,31775224160,844939793000,90603565000,505200629000,132124323000,115781978000,43625156000,,,90603565000
11_1,Kab. Banjarnegara,Provinsi Jawa Tengah,Jawa,536543716316,1017750,"1023,73",0,"1023,73","98,39","66,54","15658106,27",235994436137,22256029329,1381781534,989677453000,895806914000,2117362496000,2117362496000,151205713000,1268277297000,265745328000,895961511000,85396101000,246964817000,17199334000,,,265745328000
11_2,Kab. Banyumas,Provinsi Jawa Tengah,Jawa,833204427572,1790836,"1335,3",0,"1335,3","96,15","71,3","19914780,12",648326914035,35407240494,1520017322,1431742124000,1295941916000,3555835860922,3555835860922,178898359757,1931915399000,381247099000,1289633614000,216892796000,371289542000,19361734000,,,381247099000
11_3,Kab. Batang,Provinsi Jawa Tengah,Jawa,430989365088,791531,"788,65","245,1","1033,75","94,73","67,86","16150135,12",237547973048,28478078368,1550296911,814034417000,736823555000,1773375171879,1773375171879,70212668954,1079227910000,195721522000,737685667000,109581690000,176943476000,26237653000,,,195721522000
11_4,Kab. Blora,Provinsi Jawa Tengah,Jawa,523044959590,902435,"1804,59",0,"1804,59","103,18","67,95","17349280,11",203182795054,86617980036,17015980402,952514460000,862894279000,2280183806000,2280183806000,200000000000,1354661175000,267071340000,863598364000,174499584000,227467821000,,,,267071340000
11_5,Kab. Boyolali,Provinsi Jawa Tengah,Jawa,580965718924,1051867,"1008,45",0,"1008,45","93,69","73,22","19967515,47",342957213726,23855761561,1413096043,1043552276000,954328556000,2310335330000,2310335330000,77383727000,1421877134000,216981458000,944891188000,172396020000,245964798000,36015506000,,,216981458000
11_6,Kab. Brebes,Provinsi Jawa Tengah,Jawa,669441785612,1917918,"1902,37","306,77","2209,14","103,39","65,68","18464325,28",346907972510,24589836258,1748636703,1370022166000,1240076073000,3024875744487,3024875744487,188172390407,1736993371000,492478504000,1238589246000,142876816000,308196838000,23291740000,,,492478504000
11_7,Kab. Cilacap,Provinsi Jawa Tengah,Jawa,762524292806,1930269,"2124,47","633,92","2758,39","96,31","69,56","20067178,92",527577740281,60421115064,1650381787,1410207862000,1276450170000,3454930160019,3454930160019,168138310071,1829267734000,299567198000,1272865794000,122604674000,342262679000,50399460000,,,299567198000
11_8,Kab. Demak,Provinsi Jawa Tengah,Jawa,480273236134,1153075,"900,12","265,93","1166,05","109,46","71,26","15035307,28",342324870245,21641358012,1345825990,939063384000,858773465000,2393262270972,2393262270972,118000000000,1271528180000,284463387000,856411409000,115734094000,223851944000,55119926000,,,284463387000
11_9,Kab. Grobogan,Provinsi Jawa Tengah,Jawa,578036804752,1470461,"2013,86",0,"2013,86","101,11","69,32","15071957,54",315743531675,29550114637,1968820449,1133179929000,1036293045000,2562740477000,2562740477000,184667768000,1529610975000,303339252000,1034216110000,155141257000,275545182000,34342200000,,,303339252000
11_10,Kab. Jepara,Provinsi Jawa Tengah,Jawa,528641796670,1188539,"1059,25","2097,65","3156,9","110,07","71,38","15175399,46",369330454700,32112528419,1398370142,1027798317000,930312029000,2390256969000,2390256969000,184022696000,1386837282000,250171633000,928866409000,160848844000,236885900000,28872945000,,,250171633000
11_11,Kab. Karanganyar,Provinsi Jawa Tengah,Jawa,593972045408,925431,"775,44",0,"775,44","94,62","75,54","20093899,13",343156469167,23260774389,1690895599,1007870479000,912274339000,2152452639000,2152452639000,110600230000,1298117226000,169314064000,903630027000,70134026000,258995939000,42634697000,,,169314064000
