wilayah_kode,wilayah,tahun,PDRB,Perubahan Inventori,Net Ekspor,Pengeluaran Konsumsi Pemerintah,Pengeluaran Konsumsi LNPRT,Pembentukan Modal Tetap Bruto,Pengeluaran Konsumsi Rumah Tangga
5207,Sumbawa Barat,2018,17143.4,461.32,7189.58,1320.12,132.71,4686.3,3353.38
5207,Sumbawa Barat,2019,17431.94,386.59,6994.92,1360.26,138.03,5027.27,3524.86
5207,Sumbawa Barat,2020,22764.2,393.71,12272.8,1367.3,135.89,5117.39,3477.1
5207,Sumbawa Barat,2021,23758.07,69.84,13279.53,1399.47,139.3,5253.79,3616.14
5207,Sumbawa Barat,2022,31512.49,76.11,20361.63,1453.93,154.22,5587.66,3878.95
5207,Sumbawa Barat,2023,29641.67,49.48,17082.58,1541.44,170.09,6647.66,4150.42
5207,Sumbawa Barat,2024,36564.87,1470.67,21714.26,1669.66,192.54,7069.86,4447.88
5208,Lombok Utara,2010,2369.37,29.92,-1093.51,600.26,23.43,809.75,1999.52
5208,Lombok Utara,2011,2560.21,29.96,-1173.19,677.39,24.92,856.29,2144.84
5208,Lombok Utara,2012,2736.38,31.03,-1456.0,731.8,27.4,1033.33,2368.82
5208,Lombok Utara,2013,2916.86,1.6,-1547.88,763.4,30.68,1102.95,2566.1
5208,Lombok Utara,2014,3249.53,11.84,-1739.11,973.45,37.29,1193.59,2772.48
5208,Lombok Utara,2015,3618.13,10.46,-1778.19,1065.74,40.26,1324.56,2955.31
5208,Lombok Utara,2016,3972.34,15.9,-1779.22,1118.07,43.95,1453.34,3120.28
5208,Lombok Utara,2017,4353.68,16.38,-1791.94,1222.08,49.13,1574.89,3283.16
5208,Lombok Utara,2018,4461.9,15.61,-1913.67,1241.34,60.96,1607.0,3450.66
5208,Lombok Utara,2019,4862.65,14.48,-2069.57,1288.2,63.73,1921.67,3644.14
5208,Lombok Utara,2020,4549.1,14.51,-2136.71,1308.6,64.83,1790.84,3507.03
5208,Lombok Utara,2021,4706.6,14.37,-2209.26,1334.15,66.08,1899.59,3601.67
5208,Lombok Utara,2022,5050.98,15.84,-2283.84,1378.28,72.88,1993.55,3874.27
5208,Lombok Utara,2023,5558.79,17.17,-2368.33,1426.87,80.42,2265.08,4137.58
5208,Lombok Utara,2024,5982.72,12.45,-2395.02,1510.35,91.07,2343.8,4420.07
5271,Kota Mataram,2021,18669.61,121.86,-3036.61,2902.99,97.42,6292.23,10231.83
5272,Kota Bima,2010,1857.96,27.0,-997.47,586.17,33.41,683.68,1525.17
5272,Kota Bima,2011,2022.52,27.51,-1053.96,700.59,35.35,700.89,1612.15
5272,Kota Bima,2012,2192.21,27.28,-1261.52,760.18,38.09,831.35,1796.83
5272,Kota Bima,2013,2373.69,1.16,-1297.2,826.01,44.16,864.99,1934.56
5272,Kota Bima,2014,2671.11,9.8,-1517.99,1060.74,54.5,952.62,2111.44
5272,Kota Bima,2015,2994.13,12.04,-1544.95,1153.08,58.21,1066.41,2249.34
5272,Kota Bima,2016,3299.43,17.69,-1621.99,1224.14,64.13,1219.92,2395.54
5272,Kota Bima,2017,3632.89,16.24,-1709.95,1322.83,71.0,1358.88,2573.9
5272,Kota Bima,2018,3945.92,20.2,-1741.71,1389.4,79.85,1523.12,2675.06
5272,Kota Bima,2019,4267.45,20.67,-1776.34,1447.81,88.67,1633.9,2852.75
5272,Kota Bima,2020,4133.09,20.59,-1627.63,1456.6,82.23,1473.94,2727.36
5272,Kota Bima,2021,4300.61,-2.81,-1631.61,1454.9,84.5,1570.62,2825.02
5272,Kota Bima,2022,4574.61,-3.04,-1559.23,1509.41,91.95,1539.36,2996.16
5272,Kota Bima,2023,4986.32,-1.06,-1613.5,1578.44,101.27,1734.01,3187.17
5272,Kota Bima,2024,5313.65,0.24,-1681.47,1703.65,115.58,1783.9,3391.74
5301,Sumba Barat,2021,930.86,70.42,-767.11,939.34,78.81,348.08,1792.97
5302,Sumba Timur,2010,2556.85,69.72,-704.86,636.89,84.19,780.99,1689.9
5302,Sumba Timur,2011,2846.12,74.6,-963.46,777.99,84.67,934.18,1938.14
5302,Sumba Timur,2012,3217.66,165.55,-1108.61,906.75,107.31,1011.16,2135.51
5302,Sumba Timur,2013,3632.37,126.42,-1100.94,940.2,114.37,1190.36,2361.97
5302,Sumba Timur,2014,4048.0,65.64,-1273.94,1103.0,142.29,1451.99,2559.01
5302,Sumba Timur,2015,4505.55,58.46,-1383.91,1260.9,158.35,1644.71,2767.04
5302,Sumba Timur,2016,4958.38,32.2,-1611.06,1353.44,163.08,2014.8,3005.91
5302,Sumba Timur,2017,5370.18,39.02,-1828.06,1506.38,179.77,2256.03,3217.04
5302,Sumba Timur,2018,5816.33,56.05,-1845.21,1639.46,193.41,2399.77,3372.84
5302,Sumba Timur,2019,6256.18,63.38,-1964.08,1701.2,209.55,2592.05,3654.08
5302,Sumba Timur,2020,6254.37,69.52,-1647.83,1551.33,208.16,2471.79,3601.39
5302,Sumba Timur,2021,6406.5,72.5,-1770.63,1517.93,220.98,2648.44,3717.29
5302,Sumba Timur,2022,6829.54,72.46,-1784.08,1502.14,238.13,2806.96,3993.94
5302,Sumba Timur,2023,7328.39,70.9,-1827.67,1559.96,261.13,3027.18,4236.9
5302,Sumba Timur,2024,7800.07,77.1,-1867.86,1707.32,294.84,3140.24,4448.43
5303,Kupang,2010,3107.88,6.3,-734.65,690.2,100.75,1045.18,2000.11
5303,Kupang,2011,3511.62,4.56,-775.56,854.41,112.49,1164.9,2150.82
5303,Kupang,2012,3939.1,11.25,-869.09,991.0,126.54,1330.01,2349.39
5303,Kupang,2013,4404.13,6.29,-931.05,1099.4,150.09,1481.68,2597.72
5303,Kupang,2014,4910.84,10.82,-887.9,1225.26,153.03,1577.29,2832.34
5303,Kupang,2015,5458.4,2.74,-978.15,1345.13,157.06,1768.89,3162.73
5303,Kupang,2016,6020.7,1.8,-1109.98,1497.34,163.32,2181.65,3286.57
5303,Kupang,2017,6530.31,2.15,-1323.63,1617.18,178.09,2503.64,3552.88
5303,Kupang,2018,7140.16,3.12,-1368.06,1830.59,204.2,2725.87,3744.43
5303,Kupang,2019,7602.12,3.59,-1455.21,1908.44,223.8,2958.23,3963.27
5303,Kupang,2020,7637.39,3.98,-1046.8,1750.03,219.66,2786.78,3923.74
5303,Kupang,2021,7988.62,4.03,-1041.11,1738.49,227.4,3018.4,4041.42
5303,Kupang,2022,8485.37,4.05,-1013.64,1791.7,242.12,3120.1,4341.03
5303,Kupang,2023,9169.19,3.93,-964.3,1857.91,265.7,3371.92,4634.02
5303,Kupang,2024,9867.94,4.29,-918.25,2064.3,297.42,3520.04,4900.14
5304,Timor Tengah Selatan,2010,3188.77,19.1,-1039.14,705.08,53.07,929.09,2521.57
5304,Timor Tengah Selatan,2011,3557.76,25.06,-1312.95,891.72,56.08,1108.81,2789.05
5304,Timor Tengah Selatan,2012,3986.06,50.5,-1533.65,1000.79,70.36,1249.68,3148.4
5304,Timor Tengah Selatan,2013,4458.05,48.45,-1671.93,1076.2,77.89,1429.77,3497.67
5304,Timor Tengah Selatan,2014,4978.76,50.76,-1834.44,1166.22,95.85,1650.02,3850.35
5304,Timor Tengah Selatan,2015,5556.52,54.86,-2048.39,1213.1,108.68,1900.79,4327.47
5304,Timor Tengah Selatan,2016,6158.79,35.32,-2298.61,1347.28,114.51,2290.44,4669.86
5304,Timor Tengah Selatan,2017,6727.6,44.41,-2223.63,1423.05,128.21,2393.7,4961.86
5304,Timor Tengah Selatan,2018,7369.2,68.16,-2258.85,1595.52,143.45,2607.17,5213.76
5304,Timor Tengah Selatan,2019,7919.63,77.24,-2315.4,1629.94,156.32,2758.62,5612.92
5304,Timor Tengah Selatan,2020,7942.76,84.58,-1917.54,1468.79,153.43,2599.2,5554.3
5304,Timor Tengah Selatan,2021,8243.25,89.96,-2018.83,1415.55,161.3,2785.45,5809.82
5304,Timor Tengah Selatan,2022,8810.39,90.02,-2047.68,1385.93,173.5,2967.59,6241.02
5304,Timor Tengah Selatan,2023,9496.46,88.78,-2073.11,1458.64,197.71,3198.13,6626.32
5304,Timor Tengah Selatan,2024,10243.24,94.55,-2064.14,1601.62,228.82,3353.22,7029.17
5305,Timor Tengah Utara,2010,1913.4,67.81,-836.28,517.44,58.98,676.34,1429.11
5305,Timor Tengah Utara,2011,2067.91,74.73,-1011.93,581.54,64.12,767.43,1592.04
5305,Timor Tengah Utara,2012,2247.1,156.91,-1205.72,606.34,72.53,845.07,1771.98
5305,Timor Tengah Utara,2013,2457.43,96.46,-1297.24,665.27,83.31,927.26,1982.38
5305,Timor Tengah Utara,2014,2702.45,126.06,-1430.72,695.13,96.08,1014.72,2201.18
5305,Timor Tengah Utara,2015,2980.59,83.36,-1542.03,751.19,109.03,1179.39,2399.64
5305,Timor Tengah Utara,2016,3269.83,32.07,-1783.62,822.83,122.03,1483.8,2592.73
5305,Timor Tengah Utara,2017,3532.4,44.17,-1931.48,875.86,135.0,1657.04,2751.81
5305,Timor Tengah Utara,2018,3825.63,58.75,-2174.68,962.54,146.83,1900.8,2931.38
5305,Timor Tengah Utara,2019,4088.9,66.58,-2304.88,985.2,157.09,2043.73,3141.19
5305,Timor Tengah Utara,2020,4082.27,72.89,-1986.07,887.57,152.62,1903.35,3051.91
5305,Timor Tengah Utara,2021,4222.7,75.29,-2012.01,870.19,159.15,2030.74,3099.33
5305,Timor Tengah Utara,2022,4493.89,75.35,-2005.52,854.07,172.47,2114.28,3283.23
5305,Timor Tengah Utara,2023,4819.91,73.89,-2085.94,877.26,189.52,2292.5,3472.68
5305,Timor Tengah Utara,2024,5155.51,80.25,-2020.19,924.01,215.23,2358.06,3598.15
5306,Belu,2010,1834.49,43.55,-568.26,426.17,36.08,460.01,1436.93
5306,Belu,2011,1998.22,75.69,-757.83,524.17,36.82,537.86,1581.51
5306,Belu,2012,2225.32,182.17,-1037.81,597.23,42.52,632.81,1808.39
5306,Belu,2013,2483.21,50.55,-948.77,635.3,49.62,710.43,1986.07
5306,Belu,2014,2771.48,65.36,-1223.89,827.68,58.42,965.15,2078.77
5306,Belu,2015,3086.5,66.21,-1419.16,900.49,65.36,1138.43,2335.18
5306,Belu,2016,3451.52,45.26,-1582.64,994.31,70.36,1403.87,2520.36
5306,Belu,2017,3784.67,54.17,-1737.22,1078.46,74.15,1615.43,2699.67
5306,Belu,2018,4147.19,81.33,-1814.57,1201.88,82.39,1737.36,2858.8
5306,Belu,2019,4482.25,92.61,-1937.83,1242.71,90.01,1894.04,3100.71
5306,Belu,2020,4549.71,101.89,-1643.82,1108.12,91.07,1808.1,3084.35
5306,Belu,2021,4699.02,110.27,-1649.75,1093.06,93.69,1899.76,3152.0
5306,Belu,2022,5035.59,110.55,-1654.24,1077.05,101.45,1984.5,3416.29
5306,Belu,2023,5480.52,107.08,-1670.59,1126.84,114.18,2174.19,3628.81
5306,Belu,2024,5931.22,115.37,-1690.84,1254.58,128.78,2234.98,3888.35
5307,Alor,2010,1302.16,29.04,-748.65,493.5,34.53,415.3,1078.44
5307,Alor,2011,1446.3,44.4,-960.16,613.32,34.74,494.96,1219.04
5307,Alor,2012,1613.64,99.01,-1138.58,696.37,44.25,565.62,1346.97
5307,Alor,2013,1789.82,70.52,-1199.11,738.87,47.94,647.98,1483.62
5307,Alor,2014,1989.15,49.5,-1275.34,801.63,54.92,784.63,1573.8
5307,Alor,2015,2193.23,49.09,-1511.48,992.16,62.51,909.88,1691.07
5307,Alor,2016,2409.88,16.13,-1734.98,1112.53,69.19,1120.01,1827.01
5307,Alor,2017,2594.74,19.36,-1911.86,1235.9,78.57,1222.03,1950.73
5307,Alor,2018,2831.31,24.56,-2097.49,1385.7,87.08,1336.26,2095.2
5307,Alor,2019,3055.04,26.85,-2212.7,1441.92,95.62,1419.38,2283.97
5307,Alor,2020,3052.78,29.04,-1960.33,1292.11,95.55,1336.03,2260.38
5307,Alor,2021,3166.96,29.91,-1987.36,1265.67,100.26,1433.07,2325.41
5307,Alor,2022,3363.59,30.08,-2024.79,1242.25,106.81,1522.76,2486.48
5307,Alor,2023,3636.27,30.18,-2118.73,1294.29,114.95,1651.3,2664.27
5307,Alor,2024,4007.68,33.35,-2138.88,1404.39,130.07,1717.13,2861.63
5308,Lembata,2010,755.08,14.64,-442.19,376.98,23.32,167.4,614.93
5308,Lembata,2011,856.12,16.76,-543.34,468.26,21.27,200.57,692.6
5308,Lembata,2012,972.79,42.64,-624.99,532.48,26.39,225.63,770.64
5308,Lembata,2013,1080.37,10.39,-622.61,562.37,30.26,251.31,848.65
5308,Lembata,2014,1205.42,9.06,-668.81,638.31,38.69,282.66,905.51
5308,Lembata,2015,1332.11,10.26,-773.67,718.27,42.55,312.75,1021.95
5308,Lembata,2016,1465.33,4.3,-887.88,769.67,44.81,409.19,1125.23
5308,Lembata,2017,1586.16,5.28,-978.73,825.97,50.53,466.01,1217.11
5308,Lembata,2018,1724.74,8.24,-1079.13,929.41,56.25,509.59,1300.38
5308,Lembata,2019,1856.81,9.29,-1115.3,951.28,61.47,544.43,1405.63
5308,Lembata,2020,1854.27,10.47,-947.59,841.75,59.39,512.84,1377.42
5308,Lembata,2021,1912.15,10.87,-954.48,837.26,64.35,542.85,1411.31
5308,Lembata,2022,2020.76,11.03,-981.17,839.36,67.5,567.55,1516.49
5308,Lembata,2023,2142.4,11.02,-1028.72,872.7,71.2,616.27,1599.93
5308,Lembata,2024,2254.76,11.97,-1076.91,928.37,80.21,627.71,1683.4
5309,Flores Timur,2010,2324.44,42.55,-836.66,717.85,71.62,499.0,1830.08
5309,Flores Timur,2011,2576.07,54.01,-782.22,662.23,73.64,535.97,2032.43
5309,Flores Timur,2012,2877.97,149.38,-994.98,769.08,94.38,587.04,2273.07
5309,Flores Timur,2013,3186.79,35.01,-926.73,836.46,102.67,634.47,2504.91
5309,Flores Timur,2014,3485.98,25.26,-1104.53,1001.72,125.92,783.02,2654.58
5309,Flores Timur,2015,3813.04,22.26,-1274.41,1115.21,133.03,898.24,2918.69
5309,Flores Timur,2016,4163.25,8.26,-1570.33,1240.44,143.54,1116.32,3225.01
5309,Flores Timur,2017,4511.12,9.88,-1771.11,1331.34,161.56,1233.77,3545.68
5309,Flores Timur,2018,4900.91,15.13,-1938.84,1506.7,181.37,1365.0,3771.55
5309,Flores Timur,2019,5246.07,17.17,-2028.93,1540.6,197.04,1451.47,4068.71
5309,Flores Timur,2020,5269.53,18.86,-1751.07,1391.22,193.32,1367.41,4049.79
5309,Flores Timur,2021,5380.27,20.68,-1744.69,1382.59,199.2,1418.04,4104.45
5309,Flores Timur,2022,5654.89,20.66,-1702.07,1391.59,204.78,1475.54,4264.38
5309,Flores Timur,2023,6081.31,20.27,-1731.18,1438.67,223.18,1607.35,4523.03
5309,Flores Timur,2024,6445.52,21.38,-1710.54,1484.98,253.56,1633.6,4762.54
5310,Sikka,2010,2207.69,49.53,-862.42,545.74,62.29,670.74,1741.81
5310,Sikka,2011,2443.91,62.16,-1152.47,688.79,62.95,815.31,1967.17
5310,Sikka,2012,2710.1,161.23,-1403.43,785.13,84.3,916.74,2166.13
5310,Sikka,2013,2983.4,43.8,-1406.68,789.39,92.06,1041.97,2422.86
5310,Sikka,2014,3294.8,38.62,-1681.37,877.58,113.19,1318.55,2628.24
5310,Sikka,2015,3608.06,36.34,-1994.77,994.32,120.59,1511.78,2939.8
5310,Sikka,2016,3973.81,13.91,-2273.62,1081.08,127.15,1819.71,3205.58
5310,Sikka,2017,4326.75,16.99,-2482.73,1173.28,138.7,1984.94,3495.57
5310,Sikka,2018,4732.35,25.95,-2731.27,1316.45,152.64,2195.51,3773.07
5310,Sikka,2019,5121.99,28.98,-2860.99,1357.63,167.15,2370.0,4059.22
5310,Sikka,2020,5112.02,31.76,-2460.83,1232.9,160.92,2218.99,3928.28
5310,Sikka,2021,5317.52,32.92,-2520.43,1221.98,172.91,2382.47,4027.67
5310,Sikka,2022,5702.89,33.48,-2652.07,1245.68,178.51,2547.24,4350.06
5310,Sikka,2023,6194.67,33.3,-2763.38,1261.92,194.98,2772.69,4695.15
5310,Sikka,2024,6755.6,36.66,-2716.35,1366.65,219.68,2865.54,4983.41
5311,Ende,2012,3705.66,58.87,-2733.87,976.34,188.91,1132.21,3810.32
5312,Ngada,2022,3578.33,107.47,-776.69,407.98,66.3,460.69,979.79
5313,Manggarai,2010,1918.08,41.01,-938.88,543.47,70.44,655.64,1546.39
5313,Manggarai,2011,2141.1,48.93,-1258.07,682.25,79.51,815.07,1773.42
5313,Manggarai,2012,2394.03,40.14,-1417.22,788.14,86.74,954.99,1941.25
5313,Manggarai,2013,2686.1,45.85,-1440.09,843.33,103.29,1051.42,2082.31
5313,Manggarai,2014,2981.74,53.02,-1527.26,915.72,112.68,1186.12,2241.46
5313,Manggarai,2015,3296.57,63.52,-1680.35,1012.83,121.59,1378.02,2400.96
5313,Manggarai,2016,3640.75,26.96,-1882.39,1129.23,127.95,1627.85,2611.16
5313,Manggarai,2017,3964.65,31.57,-2132.09,1250.41,144.12,1882.74,2787.89
5313,Manggarai,2018,4332.59,45.22,-2247.47,1389.47,161.07,2022.21,2962.1
5313,Manggarai,2019,4677.11,50.59,-2252.31,1425.4,179.02,2163.25,3111.16
5313,Manggarai,2020,4646.21,54.48,-1956.79,1307.92,184.63,2014.01,3041.94
5313,Manggarai,2021,4810.27,58.33,-2107.72,1302.94,206.39,2152.12,3198.22
5313,Manggarai,2022,5097.72,58.3,-2130.78,1291.77,226.45,2237.62,3414.36
5313,Manggarai,2023,5500.18,56.28,-2210.92,1352.24,250.67,2419.42,3632.49
5313,Manggarai,2024,5943.8,61.71,-2169.85,1412.68,284.11,2518.24,3836.91
5314,Rote Ndao,2010,1246.02,45.06,-367.17,352.92,42.92,281.36,890.92
5314,Rote Ndao,2011,1373.76,66.79,-521.97,449.58,42.23,333.71,1003.42
5314,Rote Ndao,2012,1514.48,160.91,-702.74,514.25,54.56,375.85,1111.64
5314,Rote Ndao,2013,1685.61,39.0,-614.62,528.32,61.19,441.44,1230.29
5314,Rote Ndao,2014,1890.3,35.93,-734.81,619.97,74.6,569.87,1324.74
5314,Rote Ndao,2015,2161.71,35.9,-725.82,686.99,81.59,655.99,1427.07
5314,Rote Ndao,2016,2404.82,22.46,-859.03,759.8,84.94,827.78,1568.88
5314,Rote Ndao,2017,2635.28,27.69,-897.51,819.26,93.86,917.84,1674.14
5314,Rote Ndao,2018,2883.9,43.02,-965.36,934.73,105.68,989.66,1776.17
5314,Rote Ndao,2019,3133.98,48.73,-997.12,986.74,114.16,1061.1,1920.37
5314,Rote Ndao,2020,3169.43,53.46,-794.64,911.32,112.06,1001.74,1885.5
5314,Rote Ndao,2021,3279.26,57.03,-816.64,909.73,117.32,1082.36,1929.46
5314,Rote Ndao,2022,3502.73,57.05,-829.87,934.51,127.36,1133.43,2080.25
5314,Rote Ndao,2023,3734.68,55.77,-885.75,973.6,141.24,1235.58,2214.24
5314,Rote Ndao,2024,3916.13,60.67,-979.9,1064.56,160.8,1280.04,2329.96
5315,Manggarai Barat,2010,1512.76,45.98,-886.6,497.23,15.12,549.79,1291.24
5315,Manggarai Barat,2011,1646.32,66.93,-926.84,471.39,15.48,586.63,1432.73
5315,Manggarai Barat,2012,1798.59,154.99,-1184.97,544.74,19.21,664.01,1600.61
5315,Manggarai Barat,2013,1981.77,47.56,-1185.91,571.31,21.56,755.85,1771.4
5315,Manggarai Barat,2014,2197.86,42.7,-1445.93,673.68,26.76,990.68,1909.98
5315,Manggarai Barat,2015,2417.72,34.91,-1644.53,739.88,29.84,1119.08,2138.54
5315,Manggarai Barat,2016,2656.88,16.62,-2045.37,851.97,35.48,1423.95,2374.23
5315,Manggarai Barat,2017,2896.54,19.88,-2365.57,898.94,42.19,1702.22,2598.87
5315,Manggarai Barat,2018,3187.96,30.24,-2726.97,1017.95,48.58,1943.76,2874.39
5315,Manggarai Barat,2019,3466.38,26.6,-2985.31,1043.79,57.11,2131.84,3192.34
5315,Manggarai Barat,2020,3519.37,26.72,-2938.92,969.33,58.56,2256.53,3147.16
5315,Manggarai Barat,2021,3611.64,27.8,-3051.97,950.91,61.55,2401.31,3222.04
5315,Manggarai Barat,2022,3883.61,27.91,-3184.15,968.69,67.3,2577.58,3426.29
5315,Manggarai Barat,2023,4256.22,26.33,-3317.14,1008.06,75.89,2832.61,3630.46
5315,Manggarai Barat,2024,4594.28,28.04,-3374.74,1107.44,87.71,2885.4,3860.43
5316,Sumba Tengah,2010,500.44,19.28,-294.66,258.31,13.79,102.65,401.07
5316,Sumba Tengah,2011,550.54,30.53,-415.09,328.06,13.98,134.35,458.72
5316,Sumba Tengah,2012,610.7,84.37,-529.24,378.6,17.14,154.22,505.62
5316,Sumba Tengah,2013,679.38,23.44,-494.52,383.66,22.36,183.75,560.69
5316,Sumba Tengah,2014,750.33,25.98,-610.37,457.49,28.8,243.47,604.97
5316,Sumba Tengah,2015,828.92,23.94,-693.28,504.05,31.37,295.8,667.05
5316,Sumba Tengah,2016,917.16,12.02,-800.17,540.66,32.81,405.99,725.85
5316,Sumba Tengah,2017,999.01,14.0,-880.61,581.55,36.35,463.18,784.54
5316,Sumba Tengah,2018,1093.56,17.96,-954.92,653.29,41.01,502.7,833.53
5316,Sumba Tengah,2019,1176.63,20.49,-977.21,665.9,44.15,521.1,902.21
5316,Sumba Tengah,2020,1195.86,22.36,-859.78,611.14,43.28,493.05,885.81
5316,Sumba Tengah,2021,1230.4,23.22,-888.39,598.92,45.83,533.93,916.89
5316,Sumba Tengah,2022,1303.82,23.29,-893.97,591.38,50.36,566.52,966.25
5316,Sumba Tengah,2023,1397.92,23.0,-931.53,597.44,55.73,620.69,1032.59
5316,Sumba Tengah,2024,1527.18,24.84,-927.25,647.39,62.13,642.95,1077.12
5317,Sumba Barat Daya,2010,1481.8,51.1,-462.8,321.81,50.89,282.8,1238.0
5317,Sumba Barat Daya,2011,1681.09,72.17,-574.68,412.96,52.12,339.99,1378.54
5317,Sumba Barat Daya,2012,1926.04,154.73,-692.8,478.69,64.24,381.37,1539.82
5317,Sumba Barat Daya,2013,2172.8,38.0,-590.93,513.06,72.79,454.82,1685.05
5317,Sumba Barat Daya,2014,2418.13,18.95,-683.88,640.66,92.31,549.95,1800.14
5317,Sumba Barat Daya,2015,2690.03,16.1,-860.91,729.36,100.4,644.13,2060.95
5317,Sumba Barat Daya,2016,2960.49,8.38,-1119.03,827.46,106.58,848.69,2288.42
5317,Sumba Barat Daya,2017,3198.89,10.61,-1261.17,901.63,121.28,964.6,2461.94
5317,Sumba Barat Daya,2018,3478.34,16.48,-1370.86,1029.11,137.58,1063.74,2602.29
5317,Sumba Barat Daya,2019,3754.7,18.94,-1439.53,1061.56,149.57,1137.23,2826.92
5317,Sumba Barat Daya,2020,3769.1,20.91,-1252.88,935.61,149.77,1097.69,2817.99
5317,Sumba Barat Daya,2021,3888.12,22.63,-1386.96,914.09,161.72,1189.22,2987.41
5317,Sumba Barat Daya,2022,4176.82,22.98,-1460.91,911.47,181.9,1271.3,3250.07
5317,Sumba Barat Daya,2023,4504.12,22.48,-1514.68,945.13,201.22,1381.28,3468.68
5317,Sumba Barat Daya,2024,4929.85,24.42,-1536.27,1043.12,231.87,1457.52,3709.19
5318,Nagekeo,2010,917.29,40.29,-673.68,438.72,63.98,246.3,801.69
5318,Nagekeo,2011,1030.91,56.16,-833.36,550.37,64.73,290.85,902.16
5318,Nagekeo,2012,1162.6,132.47,-1000.06,627.93,78.95,326.57,996.74
5318,Nagekeo,2013,1317.32,52.15,-976.35,669.58,89.23,368.71,1114.01
5318,Nagekeo,2014,1464.98,44.97,-1059.25,756.49,110.59,418.61,1193.57
5318,Nagekeo,2015,1624.93,32.04,-1162.98,848.87,119.43,464.38,1323.2
5318,Nagekeo,2016,1772.4,14.33,-1315.84,926.57,124.06,590.1,1433.18
5318,Nagekeo,2017,1928.59,18.27,-1447.29,1000.92,134.98,671.04,1550.67
5318,Nagekeo,2018,2102.04,27.77,-1573.5,1128.25,151.07,726.54,1641.91
5318,Nagekeo,2019,2241.37,30.82,-1593.67,1157.68,163.58,758.23,1724.72
5318,Nagekeo,2020,2271.91,33.46,-1410.03,1068.74,158.17,725.68,1695.89
5318,Nagekeo,2021,2347.31,34.66,-1432.51,1051.75,166.8,785.28,1741.34
5318,Nagekeo,2022,2487.14,34.67,-1456.43,1032.65,182.03,837.67,1856.56
5318,Nagekeo,2023,2669.98,33.85,-1540.16,1063.1,199.87,931.01,1982.31
5318,Nagekeo,2024,2870.42,37.09,-1609.93,1132.76,224.87,977.37,2108.26
5319,Manggarai Timur,2010,1286.6,46.87,-555.2,402.75,15.48,275.02,1101.67
5319,Manggarai Timur,2011,1440.57,65.95,-633.27,424.25,14.79,335.1,1233.75
5319,Manggarai Timur,2012,1649.21,179.57,-796.26,491.88,19.51,378.74,1375.78
5319,Manggarai Timur,2013,1834.1,45.19,-703.21,509.49,22.23,455.92,1504.48
5319,Manggarai Timur,2014,2038.36,23.05,-870.39,701.93,26.58,562.29,1594.9
5319,Manggarai Timur,2015,2254.26,17.85,-1038.9,785.66,30.05,719.65,1739.96
5319,Manggarai Timur,2016,2493.61,9.99,-1259.01,863.97,33.8,899.72,1945.14
5319,Manggarai Timur,2017,2720.53,12.34,-1468.21,959.15,38.21,1063.15,2115.88
5319,Manggarai Timur,2018,2969.62,18.55,-1590.45,1068.61,42.55,1159.67,2270.69
5319,Manggarai Timur,2019,3212.95,22.3,-1665.53,1098.08,46.46,1253.63,2458.0
5319,Manggarai Timur,2020,3288.77,25.1,-1450.4,1008.51,45.7,1194.61,2465.24
5319,Manggarai Timur,2021,3412.9,27.98,-1550.74,1025.72,49.8,1289.65,2570.49
5319,Manggarai Timur,2022,3649.53,27.98,-1559.83,1021.0,53.76,1364.67,2741.95
5319,Manggarai Timur,2023,3936.88,27.15,-1588.52,1070.94,58.42,1472.68,2896.2
5319,Manggarai Timur,2024,4268.95,29.03,-1570.66,1189.3,67.0,1518.76,3035.53
5320,Sabu Raijua,2010,479.78,1.34,-109.71,70.99,18.29,98.94,399.92
5320,Sabu Raijua,2011,586.37,1.29,-151.15,133.15,18.24,150.63,434.22
5320,Sabu Raijua,2012,695.42,1.63,-219.17,180.46,19.05,227.13,486.31
5320,Sabu Raijua,2013,780.04,-1.87,-249.05,215.38,20.05,272.48,523.05
5320,Sabu Raijua,2014,870.1,-1.0,-300.4,264.42,23.81,317.03,566.24
5320,Sabu Raijua,2015,968.55,-0.07,-335.65,310.33,26.83,348.98,618.14
5320,Sabu Raijua,2016,1079.24,0.0,-417.91,359.42,29.63,429.69,678.41
5320,Sabu Raijua,2017,1190.44,0.0,-464.53,393.08,33.83,496.07,731.99
5320,Sabu Raijua,2018,1306.61,0.0,-497.18,447.48,38.69,541.14,776.47
5320,Sabu Raijua,2019,1416.73,0.0,-502.45,463.34,42.57,584.6,828.67
5320,Sabu Raijua,2020,1414.52,0.0,-434.93,419.94,42.12,564.9,822.47
5320,Sabu Raijua,2021,1450.94,0.0,-481.04,415.07,45.28,611.89,859.74
5320,Sabu Raijua,2022,1545.74,0.0,-458.83,396.63,48.85,639.07,920.01
5320,Sabu Raijua,2023,1638.53,0.0,-472.88,412.17,53.72,681.51,964.01
5320,Sabu Raijua,2024,1732.61,0.0,-516.61,457.81,61.3,708.8,1021.32
5321,Malaka,2021,1971.48,147.58,-1151.78,1054.61,41.18,564.51,2010.07
5371,Kota Kupang,2021,20571.17,63.7,-15388.57,4756.36,655.05,9841.88,16820.25
6101,Sambas,2021,17506.9,368.38,-93.62,2286.08,192.73,4723.67,11818.38
6102,Bengkayang,2010,3649.15,115.21,-391.0,558.23,59.58,1130.63,2176.5
6102,Bengkayang,2011,4060.05,176.41,-501.29,621.49,65.49,1269.94,2428.01
