wilayah_kode,wilayah,tahun,PDRB,Perubahan Inventori,Net Ekspor,Pengeluaran Konsumsi Pemerintah,Pengeluaran Konsumsi LNPRT,Pembentukan Modal Tetap Bruto,Pengeluaran Konsumsi Rumah Tangga
1705,Seluma,2010,1803.45,47.78,-816.48,334.04,31.65,1017.53,1188.94
1705,Seluma,2011,2040.91,64.33,-867.52,372.55,34.0,1113.83,1323.72
1705,Seluma,2012,2296.26,81.55,-949.27,411.23,36.39,1249.23,1467.13
1705,Seluma,2013,2582.54,88.96,-1065.08,458.96,40.87,1414.22,1644.61
1705,Seluma,2014,2882.62,111.52,-1310.52,534.78,49.33,1609.98,1887.52
1705,Seluma,2015,3186.26,120.3,-1486.21,617.56,52.28,1731.15,2151.19
1705,Seluma,2016,3501.67,116.95,-1724.32,714.11,56.39,1955.77,2382.77
1705,Seluma,2017,3840.07,110.94,-1810.9,755.47,60.12,2147.9,2576.55
1705,Seluma,2018,4215.21,42.78,-1835.96,814.92,66.13,2363.81,2763.54
1705,Seluma,2019,4613.17,90.27,-1963.16,856.31,74.05,2595.68,2960.02
1705,Seluma,2020,4730.45,94.16,-1973.43,852.38,70.11,2678.05,3009.16
1705,Seluma,2021,5053.6,3.65,-1898.38,867.04,68.66,2896.55,3116.08
1705,Seluma,2022,5436.5,4.21,-2003.11,888.92,76.57,3049.46,3420.45
1705,Seluma,2023,5768.87,-31.11,-2127.41,948.28,89.01,3190.31,3699.79
1705,Seluma,2024,6344.92,6.66,-2086.6,1052.07,102.93,3309.18,3960.67
1706,Mukomuko,2010,2030.15,50.55,-876.02,310.29,52.88,1142.89,1349.55
1706,Mukomuko,2011,2284.24,64.63,-945.83,344.63,56.26,1264.72,1499.83
1706,Mukomuko,2012,2559.1,81.85,-1025.17,384.48,60.07,1400.39,1657.49
1706,Mukomuko,2013,2860.43,92.46,-1171.76,437.93,66.21,1574.17,1861.42
1706,Mukomuko,2014,3208.34,118.1,-1444.68,510.91,80.21,1834.73,2109.07
1706,Mukomuko,2015,3566.82,131.65,-1646.5,586.54,88.62,2017.79,2388.71
1706,Mukomuko,2016,3947.82,130.25,-1833.17,653.52,97.22,2263.28,2636.71
1706,Mukomuko,2017,4335.45,129.02,-1911.32,706.02,104.75,2451.38,2855.6
1706,Mukomuko,2018,4744.4,39.41,-1968.13,766.69,116.76,2718.47,3071.19
1706,Mukomuko,2019,5155.27,95.41,-2129.97,817.57,132.15,2908.22,3331.88
1706,Mukomuko,2020,5266.95,83.3,-2092.15,820.74,126.08,2938.11,3390.87
1706,Mukomuko,2021,5693.09,2.88,-2010.82,855.56,125.11,3202.8,3517.56
1706,Mukomuko,2022,6217.19,3.51,-2203.76,871.14,140.8,3525.86,3879.64
1706,Mukomuko,2023,6799.6,-21.12,-2352.4,959.85,164.41,3771.94,4276.92
1706,Mukomuko,2024,7566.42,12.06,-2210.3,1062.91,189.68,3925.86,4586.2
1707,Lebong,2010,1342.27,7.01,-701.98,292.77,50.48,801.89,892.1
1707,Lebong,2011,1504.48,9.3,-787.95,325.43,55.52,887.96,1014.22
1707,Lebong,2012,1657.44,12.5,-927.25,356.04,61.91,1009.48,1144.76
1707,Lebong,2013,1858.93,14.08,-1039.87,399.61,68.9,1134.74,1281.48
1707,Lebong,2014,2088.2,17.24,-1190.4,454.48,82.37,1281.6,1442.91
1707,Lebong,2015,2330.64,18.62,-1329.12,523.22,81.95,1406.62,1629.35
1707,Lebong,2016,2593.98,17.61,-1467.91,575.11,90.35,1595.08,1783.73
1707,Lebong,2017,2859.95,17.16,-1563.99,619.01,98.31,1749.03,1940.43
1707,Lebong,2018,3092.46,6.86,-1656.79,665.94,106.52,1895.23,2074.7
1707,Lebong,2019,3346.03,19.83,-1786.59,716.38,117.19,2061.81,2217.42
1707,Lebong,2020,3400.86,12.85,-1787.89,731.04,111.24,2080.99,2252.63
1707,Lebong,2021,3627.78,0.79,-1740.68,753.92,110.21,2174.83,2328.71
1707,Lebong,2022,3888.92,1.59,-1927.09,770.83,124.2,2376.34,2543.05
1707,Lebong,2023,4159.09,-22.34,-2046.98,828.33,141.93,2498.41,2759.74
1707,Lebong,2024,4580.72,6.21,-2078.96,918.36,163.63,2609.29,2962.19
1708,Kepahiang,2010,1705.74,40.36,-550.8,287.98,53.87,782.41,1091.92
1708,Kepahiang,2011,1914.34,53.02,-603.3,313.93,58.36,867.59,1224.73
1708,Kepahiang,2012,2117.3,70.65,-745.23,346.95,64.97,997.5,1382.46
1708,Kepahiang,2013,2365.95,87.44,-875.0,386.32,71.94,1136.46,1558.78
1708,Kepahiang,2014,2639.2,109.08,-1052.26,448.88,85.19,1291.03,1757.28
1708,Kepahiang,2015,2952.97,116.86,-1120.21,521.26,91.16,1369.62,1974.28
1708,Kepahiang,2016,3280.55,109.91,-1197.19,572.23,98.23,1531.42,2165.94
1708,Kepahiang,2017,3637.17,114.03,-1196.3,618.23,107.73,1653.42,2340.06
1708,Kepahiang,2018,3981.49,40.29,-1159.97,668.01,117.58,1784.78,2530.81
1708,Kepahiang,2019,4318.93,88.47,-1258.1,709.8,129.95,1916.39,2732.43
1708,Kepahiang,2020,4409.81,81.74,-1247.76,729.62,123.65,1944.4,2778.16
1708,Kepahiang,2021,4748.46,4.12,-1154.0,756.12,123.45,2123.09,2895.69
1708,Kepahiang,2022,5160.76,20.59,-1299.87,782.1,139.83,2320.37,3197.74
1708,Kepahiang,2023,5615.59,-25.41,-1354.97,856.38,161.85,2470.56,3507.18
1708,Kepahiang,2024,6265.45,13.55,-1227.91,948.36,187.42,2582.43,3761.61
1709,Bengkulu Tengah,2010,1815.0,42.45,-418.71,231.46,30.36,795.2,1134.23
1709,Bengkulu Tengah,2011,2059.76,62.07,-507.16,256.69,33.15,905.5,1309.52
1709,Bengkulu Tengah,2012,2337.34,79.81,-611.64,285.49,36.76,1055.21,1491.71
1709,Bengkulu Tengah,2013,2612.05,102.35,-695.28,309.02,39.72,1188.12,1668.11
1709,Bengkulu Tengah,2014,2947.95,124.01,-765.99,352.49,46.33,1328.33,1862.77
1709,Bengkulu Tengah,2015,3256.84,132.37,-871.74,408.47,47.19,1422.87,2117.68
1709,Bengkulu Tengah,2016,3564.78,131.52,-983.34,448.47,51.45,1597.54,2319.13
1709,Bengkulu Tengah,2017,3902.67,130.38,-1008.23,477.49,55.86,1753.0,2494.17
1709,Bengkulu Tengah,2018,4253.69,50.87,-973.92,523.01,60.87,1918.65,2674.2
1709,Bengkulu Tengah,2019,4606.57,103.87,-1059.19,556.99,67.63,2062.29,2874.99
1709,Bengkulu Tengah,2020,4672.1,61.86,-1073.03,575.92,63.91,2119.91,2923.53
1709,Bengkulu Tengah,2021,5466.24,3.67,-555.57,600.92,63.27,2307.48,3046.47
1709,Bengkulu Tengah,2022,6544.56,8.56,-33.83,617.6,71.57,2527.84,3352.81
1709,Bengkulu Tengah,2023,6665.19,-132.97,-251.52,670.92,82.11,2659.48,3637.17
1709,Bengkulu Tengah,2024,6781.9,-1.85,-725.05,741.8,94.67,2768.14,3904.19
1771,Kota Bengkulu,2021,11363.29,-2.37,-5178.0,2874.47,308.39,7005.09,19817.39
1801,Lampung Barat,2021,9903.24,24.19,-2311.49,1351.83,70.71,2166.58,4473.33
1802,Tanggamus,2010,6462.52,45.17,-847.18,764.75,82.79,1588.89,4828.1
1802,Tanggamus,2011,7248.09,58.12,-1099.95,869.65,92.66,1866.95,5460.65
1802,Tanggamus,2012,8249.76,62.74,-986.39,953.94,99.25,2141.68,5978.53
1802,Tanggamus,2013,9039.81,123.72,-1038.32,1048.69,111.79,2274.96,6518.96
1802,Tanggamus,2014,10201.71,43.07,-708.6,1167.36,130.43,2481.2,7088.26
1802,Tanggamus,2015,11130.37,30.49,-908.14,1302.68,144.74,2761.99,7798.61
1802,Tanggamus,2016,12328.0,45.79,-758.98,1416.89,161.95,3042.43,8419.92
1802,Tanggamus,2017,13414.93,41.83,-838.01,1521.11,183.59,3331.17,9175.24
1802,Tanggamus,2018,14514.45,43.15,-1081.5,1589.28,224.12,3685.88,10053.52
1802,Tanggamus,2019,15590.93,3.72,-1263.32,1665.14,250.71,3981.79,10952.88
1802,Tanggamus,2020,15467.66,52.07,-1362.65,1650.48,243.97,3853.35,11030.43
1802,Tanggamus,2021,16316.87,39.04,-1368.89,1667.85,260.38,4104.18,11614.32
1802,Tanggamus,2022,18095.56,65.18,-1235.76,1615.88,276.52,4428.39,12945.35
1802,Tanggamus,2023,19607.65,62.3,-1467.97,1696.73,315.49,4778.88,14222.22
1802,Tanggamus,2024,21197.58,145.34,-1479.03,1799.23,364.57,4976.6,15390.88
1803,Lampung Selatan,2010,18535.51,434.88,1088.13,815.61,207.97,5780.26,10208.66
1803,Lampung Selatan,2011,20673.32,656.47,335.18,937.57,238.77,6893.15,11612.16
1803,Lampung Selatan,2012,22944.31,288.75,459.32,1087.91,254.13,8052.33,12801.87
1803,Lampung Selatan,2013,25250.4,616.01,455.4,1266.56,285.97,8607.26,14019.21
1803,Lampung Selatan,2014,28269.09,98.41,1524.98,1468.43,327.53,9416.67,15433.07
1803,Lampung Selatan,2015,31412.78,548.83,1086.4,1731.54,370.45,10551.11,17124.45
1803,Lampung Selatan,2016,34915.66,758.53,1366.55,1882.18,413.6,11885.65,18609.15
1803,Lampung Selatan,2017,38322.38,547.56,1249.02,1972.33,480.31,13479.16,20594.0
1803,Lampung Selatan,2018,41586.07,593.57,418.86,2072.79,580.19,15211.84,22708.82
1803,Lampung Selatan,2019,44685.37,273.43,90.89,2169.31,644.62,16735.25,24771.87
1803,Lampung Selatan,2020,44293.0,450.76,96.15,2144.86,625.46,16129.38,24846.4
1803,Lampung Selatan,2021,46090.82,507.76,-125.96,2192.04,660.59,16980.42,25875.97
1803,Lampung Selatan,2022,51285.0,347.08,1349.47,2158.23,708.62,18107.16,28614.44
1803,Lampung Selatan,2023,55994.61,343.2,1978.2,2262.57,834.01,19071.42,31505.21
1803,Lampung Selatan,2024,60320.97,-165.39,2994.21,2426.44,976.32,19617.87,34471.53
1804,Lampung Timur,2010,19496.11,220.05,1844.91,1011.83,230.44,5152.47,11036.42
1804,Lampung Timur,2011,21891.63,221.91,1488.63,1189.18,258.17,6089.73,12644.01
1804,Lampung Timur,2012,23704.74,142.97,571.79,1355.57,275.49,6988.61,14370.31
1804,Lampung Timur,2013,26769.08,172.37,2055.21,1517.53,306.66,7470.06,15247.25
1804,Lampung Timur,2014,29536.06,142.4,2541.05,1655.53,361.71,8137.77,16697.6
1804,Lampung Timur,2015,30646.87,-725.18,1530.36,2015.07,398.14,8972.36,18456.13
1804,Lampung Timur,2016,33085.54,-141.04,803.23,2141.65,447.71,9916.07,19917.92
1804,Lampung Timur,2017,36143.3,-355.87,918.72,2231.97,515.48,11006.6,21826.41
1804,Lampung Timur,2018,39350.06,-563.23,652.17,2335.35,624.53,12272.99,24028.26
1804,Lampung Timur,2019,41604.65,-965.16,-143.36,2449.89,696.17,13268.63,26298.48
1804,Lampung Timur,2020,40673.06,-145.08,-1820.44,2435.48,682.31,13062.13,26458.66
1804,Lampung Timur,2021,43817.61,-118.62,-827.31,2461.11,723.64,14012.21,27566.59
1804,Lampung Timur,2022,49709.86,-113.18,1596.98,2391.55,770.22,14798.61,30265.67
1804,Lampung Timur,2023,52870.39,-289.32,828.1,2527.88,867.15,15983.08,32953.49
1804,Lampung Timur,2024,56851.33,-222.44,419.22,2748.06,990.0,16804.81,36111.67
1805,Lampung Tengah,2010,29113.81,389.26,2810.31,1151.63,339.1,9339.47,15084.05
1805,Lampung Tengah,2011,32731.17,380.92,2491.32,1300.49,377.6,10847.36,17333.47
1805,Lampung Tengah,2012,36096.75,549.54,2013.57,1468.21,401.93,12394.59,19268.91
1805,Lampung Tengah,2013,39580.87,417.43,2651.88,1604.19,449.0,13252.88,21205.49
1805,Lampung Tengah,2014,44356.77,463.47,3836.15,1798.82,504.2,14493.55,23260.6
1805,Lampung Tengah,2015,48878.37,327.34,4249.86,2101.08,560.37,16001.45,25638.27
1805,Lampung Tengah,2016,55171.37,507.76,5890.19,2234.1,600.96,17716.64,28221.73
1805,Lampung Tengah,2017,60955.29,479.85,6387.1,2343.35,683.2,19626.98,31434.81
1805,Lampung Tengah,2018,66094.62,616.13,5394.12,2448.45,829.8,22179.56,34626.57
1805,Lampung Tengah,2019,71017.11,824.47,4167.62,2562.0,951.94,24514.0,37997.08
1805,Lampung Tengah,2020,71070.42,856.61,4407.44,2565.84,946.85,24235.41,38058.28
1805,Lampung Tengah,2021,74339.95,22.76,4969.21,2611.36,1003.76,26079.64,39653.23
1805,Lampung Tengah,2022,82446.77,19.31,7127.62,2523.32,1061.79,27904.6,43810.13
1805,Lampung Tengah,2023,90059.69,38.45,7714.26,2636.66,1215.87,30096.27,48358.17
1805,Lampung Tengah,2024,97093.49,-920.39,9396.95,2825.08,1393.23,31347.73,53050.89
1806,Lampung Utara,2010,10181.18,55.06,150.92,713.55,232.06,2648.37,6381.23
1806,Lampung Utara,2011,11441.5,51.42,-92.91,831.2,264.16,3274.46,7113.17
1806,Lampung Utara,2012,12474.34,42.47,-330.51,939.57,280.91,3830.29,7711.6
1806,Lampung Utara,2013,13636.76,59.73,-295.21,1043.8,312.89,4087.61,8427.94
1806,Lampung Utara,2014,15391.12,3.22,133.98,1165.52,366.6,4465.9,9255.9
1806,Lampung Utara,2015,16841.31,2.45,-127.01,1333.99,424.15,5063.15,10144.58
1806,Lampung Utara,2016,18745.99,4.45,-105.72,1456.95,488.42,5818.1,11083.77
1806,Lampung Utara,2017,20532.9,3.43,-191.96,1532.66,549.56,6490.18,12149.03
1806,Lampung Utara,2018,22137.79,3.57,-743.13,1607.78,687.71,7312.06,13269.79
1806,Lampung Utara,2019,23780.22,1.46,-1131.69,1683.4,755.86,7980.37,14490.81
1806,Lampung Utara,2020,23765.92,2.32,-1020.12,1672.6,737.5,7788.14,14585.47
1806,Lampung Utara,2021,24941.07,1.26,-1237.57,1714.14,797.84,8420.61,15244.8
1806,Lampung Utara,2022,27045.62,31.34,-1290.08,1725.72,857.63,9008.77,16712.25
1806,Lampung Utara,2023,29261.36,2.33,-1788.88,1793.55,975.99,9693.96,18584.41
1806,Lampung Utara,2024,31814.54,-7.33,-1932.05,1928.59,1126.8,10176.67,20521.87
1807,Way Kanan,2010,6017.24,44.84,-162.63,474.35,69.9,1758.73,3832.05
1807,Way Kanan,2011,6788.68,43.48,-293.97,552.81,76.78,2085.14,4324.43
1807,Way Kanan,2012,7476.72,35.02,-307.44,616.67,83.7,2358.19,4690.58
1807,Way Kanan,2013,8107.67,50.64,-300.72,678.92,94.5,2476.35,5107.98
1807,Way Kanan,2014,9157.91,41.46,-301.02,763.08,110.58,2706.97,5836.85
1807,Way Kanan,2015,10062.99,30.09,-234.29,899.25,124.2,3048.17,6195.59
1807,Way Kanan,2016,11060.71,40.66,-284.23,968.9,140.35,3404.0,6791.04
1807,Way Kanan,2017,12108.68,30.7,-304.97,1044.1,161.08,3725.27,7452.5
1807,Way Kanan,2018,13055.24,16.48,-503.73,1083.35,194.81,4185.38,8078.97
1807,Way Kanan,2019,13981.19,2.69,-705.52,1132.34,216.4,4559.73,8775.55
1807,Way Kanan,2020,13985.52,26.64,-832.56,1129.51,214.9,4506.26,8940.77
1807,Way Kanan,2021,14661.87,13.81,-917.36,1145.74,225.7,4823.81,9370.16
1807,Way Kanan,2022,16233.22,16.88,-709.19,1186.05,239.49,5208.68,10291.31
1807,Way Kanan,2023,17623.98,17.97,-831.26,1244.93,274.43,5604.57,11313.35
1807,Way Kanan,2024,19221.92,58.89,-761.79,1324.13,314.47,5830.04,12456.18
1808,Tulangbawang,2010,9771.79,235.55,601.55,459.21,108.88,2788.96,5577.64
1808,Tulangbawang,2011,10919.09,327.93,280.13,530.52,121.24,3331.13,6328.15
1808,Tulangbawang,2012,11837.81,197.71,59.06,610.84,127.99,3870.98,6971.24
1808,Tulangbawang,2013,13262.85,415.54,285.19,674.42,147.37,4153.96,7586.37
1808,Tulangbawang,2014,14939.77,549.28,592.22,754.31,168.43,4555.22,8320.3
1808,Tulangbawang,2015,16194.04,584.46,411.07,879.88,185.4,4987.81,9145.42
1808,Tulangbawang,2016,17992.07,715.21,355.78,952.43,221.64,5678.48,10068.54
1808,Tulangbawang,2017,19861.02,364.48,690.83,1009.14,265.27,6450.17,11081.13
1808,Tulangbawang,2018,21481.67,440.5,109.69,1051.33,322.02,7319.45,12238.67
1808,Tulangbawang,2019,23063.59,94.31,42.35,1104.93,362.39,8036.18,13423.43
1808,Tulangbawang,2020,23082.16,34.5,-149.22,1119.82,354.35,8091.22,13631.49
1808,Tulangbawang,2021,24166.26,54.15,-501.06,1143.77,373.63,8798.74,14297.03
1808,Tulangbawang,2022,25986.24,54.1,-716.4,1143.82,394.54,9436.88,15673.29
1808,Tulangbawang,2023,28219.78,115.4,-1010.44,1197.53,450.48,10139.63,17327.18
1808,Tulangbawang,2024,30499.19,74.96,-766.6,1290.92,515.28,10530.18,18854.45
1809,Pesawaran,2010,7120.09,170.96,306.31,482.36,71.61,1971.3,4117.55
1809,Pesawaran,2011,7943.46,158.11,186.92,556.69,79.46,2326.92,4635.36
1809,Pesawaran,2012,8730.59,132.95,13.5,640.9,86.92,2637.46,5218.86
1809,Pesawaran,2013,9668.7,197.72,164.83,708.93,98.2,2813.15,5685.87
1809,Pesawaran,2014,10817.94,4.23,562.57,797.14,110.71,3080.93,6262.37
1809,Pesawaran,2015,11716.51,3.16,405.26,906.37,129.39,3419.21,6853.13
1809,Pesawaran,2016,12860.67,5.51,538.0,967.44,146.58,3798.5,7404.64
1809,Pesawaran,2017,13994.06,5.79,579.6,1026.74,164.86,4170.12,8046.95
1809,Pesawaran,2018,15099.61,5.61,454.82,1074.8,198.79,4706.0,8659.59
1809,Pesawaran,2019,16208.21,2.07,343.57,1125.38,220.37,5167.52,9349.29
1809,Pesawaran,2020,16211.74,182.34,329.6,1119.81,225.11,5029.77,9325.11
1809,Pesawaran,2021,16814.58,-245.34,578.21,1141.64,234.9,5324.66,9780.52
1809,Pesawaran,2022,18601.24,5.49,723.05,1103.13,250.07,5702.62,10816.88
1809,Pesawaran,2023,20217.38,31.87,621.3,1146.73,282.85,6156.14,11978.48
1809,Pesawaran,2024,21666.78,-89.94,728.07,1208.22,316.64,6440.36,13063.42
1810,Pringsewu,2010,4748.22,43.87,-809.92,392.25,58.29,1307.44,3756.29
1810,Pringsewu,2011,5314.02,42.2,-982.45,445.44,64.19,1532.44,4212.21
1810,Pringsewu,2012,5887.9,34.48,-1167.33,495.54,70.43,1772.0,4682.78
1810,Pringsewu,2013,6456.78,48.91,-1256.9,554.61,80.98,1903.96,5125.22
1810,Pringsewu,2014,7358.61,103.26,-1244.99,620.49,94.3,2109.82,5675.73
1810,Pringsewu,2015,8036.96,233.86,-1628.29,725.18,104.25,2344.44,6257.52
1810,Pringsewu,2016,8896.06,256.08,-1876.7,783.19,123.17,2585.54,7024.77
1810,Pringsewu,2017,9685.78,183.98,-2100.08,808.87,145.45,2901.18,7746.37
1810,Pringsewu,2018,10389.15,190.74,-2676.47,849.7,176.42,3257.36,8591.39
1810,Pringsewu,2019,11156.95,33.82,-2883.52,892.13,199.08,3516.8,9398.65
1810,Pringsewu,2020,11166.16,169.11,-2997.47,870.85,194.07,3424.25,9505.36
1810,Pringsewu,2021,11659.05,241.94,-3267.06,892.28,205.32,3661.02,9925.55
1810,Pringsewu,2022,12841.95,253.57,-3379.66,869.82,217.34,3947.95,10932.94
1810,Pringsewu,2023,14009.71,287.77,-3656.55,900.49,248.96,4290.14,11938.9
1810,Pringsewu,2024,15098.16,-0.05,-3257.43,963.34,281.76,4341.62,12768.93
1811,Mesuji,2012,4370.09,3.66,210.51,516.87,166.78,3631.84,2927.53
1812,Tulang Bawang Barat,2022,6080.95,20.03,-549.52,317.06,144.71,3044.8,5772.75
1813,Pesisir Barat,2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1813,Pesisir Barat,2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1813,Pesisir Barat,2012,2390.01,85.9,-15.5,80.15,33.15,505.41,1700.9
1813,Pesisir Barat,2013,2595.45,152.11,-123.57,92.24,36.69,546.37,1891.6
1813,Pesisir Barat,2014,2921.39,58.97,57.77,104.88,42.94,597.9,2058.93
1813,Pesisir Barat,2015,3231.81,41.37,93.12,120.05,49.91,645.45,2281.89
1813,Pesisir Barat,2016,3615.62,74.2,121.86,129.86,56.2,736.71,2496.8
1813,Pesisir Barat,2017,3947.58,61.59,103.59,134.13,62.55,831.85,2753.86
1813,Pesisir Barat,2018,4282.38,63.79,57.7,142.73,75.19,933.61,3009.36
1813,Pesisir Barat,2019,4687.39,18.96,83.4,147.14,84.65,1068.19,3285.05
1813,Pesisir Barat,2020,4677.54,11.08,135.88,146.5,87.02,1017.88,3279.17
1813,Pesisir Barat,2021,4892.04,7.17,166.34,149.45,90.2,1110.62,3368.27
1813,Pesisir Barat,2022,5345.37,7.46,171.29,147.23,96.19,1205.95,3717.25
1813,Pesisir Barat,2023,5734.56,3.46,93.67,152.01,110.37,1284.16,4090.89
1813,Pesisir Barat,2024,6138.24,-6.74,-0.87,165.39,125.67,1333.25,4521.54
1871,Kota Bandar Lampung,2021,39428.92,-438.52,-8173.69,5518.81,462.32,20903.54,21385.48
1872,Kota Metro,2010,2542.07,20.0,-261.98,440.97,43.61,529.87,1769.61
1872,Kota Metro,2011,2841.59,23.17,-406.69,501.96,49.23,618.32,2055.6
1872,Kota Metro,2012,3191.36,26.07,-475.82,552.65,53.47,712.7,2322.29
1872,Kota Metro,2013,3533.01,46.85,-512.15,606.21,60.0,765.42,2566.68
1872,Kota Metro,2014,3999.56,68.77,-510.11,665.6,69.86,840.96,2864.49
1872,Kota Metro,2015,4437.93,49.26,-599.28,774.95,77.12,931.17,3204.71
1872,Kota Metro,2016,4997.83,88.07,-676.24,844.87,83.19,1070.6,3587.34
1872,Kota Metro,2017,5481.68,61.99,-687.43,895.74,94.71,1157.64,3959.04
1872,Kota Metro,2018,5892.67,67.49,-750.99,936.29,114.32,1272.05,4253.51
1872,Kota Metro,2019,6320.91,22.39,-740.02,980.66,125.49,1369.66,4562.73
1872,Kota Metro,2020,6289.54,23.59,-742.46,969.06,122.74,1360.86,4555.76
1872,Kota Metro,2021,6565.45,35.28,-801.62,988.25,129.55,1469.91,4744.09
1872,Kota Metro,2022,7224.29,44.87,-694.71,953.94,137.89,1571.27,5211.04
1872,Kota Metro,2023,7865.46,15.08,-747.35,995.81,157.17,1689.32,5755.43
1872,Kota Metro,2024,8480.49,-3.7,-820.1,1076.15,180.39,1756.86,6290.89
1901,Bangka,2021,17956.28,9.81,717.07,656.13,71.79,3383.44,6127.45
1902,Belitung,2010,4143.55,157.84,388.58,470.76,23.19,973.99,2129.18
1902,Belitung,2011,4719.46,148.48,514.11,538.19,26.0,1118.32,2374.35
1902,Belitung,2012,5333.91,125.43,580.75,618.57,30.84,1273.03,2705.28
1902,Belitung,2013,6000.33,150.92,585.08,698.7,37.72,1447.19,3080.72
1902,Belitung,2014,6731.14,179.07,597.02,767.99,45.9,1663.66,3477.5
1902,Belitung,2015,7328.17,170.69,528.26,857.44,52.98,1846.86,3871.94
1902,Belitung,2016,8000.98,101.29,357.21,980.43,60.78,2125.87,4375.39
1902,Belitung,2017,8739.9,69.68,106.14,1072.41,67.72,2476.81,4947.14
1902,Belitung,2018,9314.62,73.43,-210.93,1129.73,72.12,2772.87,5477.41
1902,Belitung,2019,9856.8,90.12,-562.25,1215.62,79.97,3039.44,5993.91
1902,Belitung,2020,9826.82,10.44,-323.78,1205.88,81.27,2868.29,5984.72
1902,Belitung,2021,11011.04,105.91,324.67,1232.89,83.9,3007.06,6256.62
1902,Belitung,2022,12321.75,33.9,748.5,1273.15,90.74,3274.04,6901.42
1902,Belitung,2023,13504.09,32.97,998.7,1402.61,97.96,3571.7,7400.16
1902,Belitung,2024,14151.24,-7.22,1213.3,1499.74,108.43,3640.69,7696.3
1903,Bangka Barat,2010,6816.1,268.59,2453.23,360.7,26.93,1045.8,2660.85
1903,Bangka Barat,2011,7639.8,245.44,2731.94,417.19,30.27,1238.81,2976.15
1903,Bangka Barat,2012,8524.96,196.35,3073.2,470.83,34.5,1369.35,3380.73
1903,Bangka Barat,2013,9538.46,222.43,3248.55,538.7,39.72,1563.77,3925.29
1903,Bangka Barat,2014,10686.71,265.21,3507.55,590.48,47.42,1808.14,4467.92
1903,Bangka Barat,2015,11473.02,256.15,3505.86,652.94,53.6,1994.44,5010.04
1903,Bangka Barat,2016,12249.43,119.91,3334.21,744.38,62.7,2287.53,5700.69
1903,Bangka Barat,2017,13221.43,90.12,3122.0,814.85,70.24,2663.05,6461.16
1903,Bangka Barat,2018,13817.3,96.49,2828.55,844.97,75.32,2913.15,7058.83
1903,Bangka Barat,2019,14157.2,127.6,2117.34,911.88,84.16,3138.05,7778.17
1903,Bangka Barat,2020,13414.98,7.46,1826.94,908.16,85.33,2856.35,7730.74
1903,Bangka Barat,2021,15431.57,72.75,3464.68,928.67,87.36,2954.83,7923.29
1903,Bangka Barat,2022,16759.09,43.67,3896.76,957.33,91.47,3243.12,8526.74
1903,Bangka Barat,2023,17662.55,45.42,3944.12,1047.39,98.79,3544.54,8982.3
1903,Bangka Barat,2024,19684.3,-8.67,5541.9,1135.58,111.14,3606.71,9297.64
1904,Bangka Tengah,2010,4502.4,179.31,508.02,425.32,22.62,898.42,2468.72
1904,Bangka Tengah,2011,5083.21,170.51,649.77,501.13,26.42,1018.65,2716.73
1904,Bangka Tengah,2012,5692.46,153.79,759.11,579.82,30.09,1130.56,3039.1
1904,Bangka Tengah,2013,6198.2,166.18,537.78,678.05,34.73,1302.17,3479.28
1904,Bangka Tengah,2014,6690.27,91.84,361.63,763.11,41.41,1516.68,3915.6
1904,Bangka Tengah,2015,7056.17,74.84,57.79,847.24,48.62,1697.5,4330.18
1904,Bangka Tengah,2016,7469.01,40.26,-500.07,958.86,56.5,1970.79,4942.67
1904,Bangka Tengah,2017,7972.21,28.48,-853.38,1036.71,63.08,2192.38,5504.93
1904,Bangka Tengah,2018,8213.32,30.0,-1405.31,1090.11,68.09,2442.91,5987.52
1904,Bangka Tengah,2019,8566.9,35.1,-2019.86,1156.32,77.45,2767.99,6549.9
1904,Bangka Tengah,2020,8447.02,3.98,-1911.52,1148.96,78.66,2581.69,6545.25
1904,Bangka Tengah,2021,9372.1,6.44,-1465.31,1209.73,83.48,2692.34,6845.42
1904,Bangka Tengah,2022,10521.53,1.89,-1277.76,1258.02,89.49,2959.93,7489.96
1904,Bangka Tengah,2023,11402.04,1.71,-1151.34,1379.34,97.13,3198.69,7876.5
1904,Bangka Tengah,2024,11815.1,-0.32,-1161.76,1420.19,108.54,3194.69,8253.76
1905,Bangka Selatan,2010,4169.51,149.79,155.47,326.74,21.44,1032.28,2483.79
1905,Bangka Selatan,2011,4741.37,135.56,246.25,385.05,24.08,1171.85,2778.58
1905,Bangka Selatan,2012,5276.99,113.05,277.16,437.61,27.14,1298.87,3123.16
1905,Bangka Selatan,2013,5820.02,131.93,144.67,492.46,32.1,1487.65,3531.21
1905,Bangka Selatan,2014,6435.91,136.48,35.76,545.67,38.29,1720.7,3959.02
1905,Bangka Selatan,2015,6947.75,127.42,6.48,599.71,43.72,1842.22,4328.21
1905,Bangka Selatan,2016,7541.52,79.0,-158.39,680.19,49.61,2084.38,4806.73
1905,Bangka Selatan,2017,8165.17,54.5,-236.94,725.58,53.74,2313.68,5254.6
1905,Bangka Selatan,2018,8457.25,56.44,-686.54,752.16,58.01,2545.88,5731.3
1905,Bangka Selatan,2019,8664.39,71.18,-1205.37,801.53,64.14,2725.62,6207.29
